기준일자,집계기준일,TCS차종구분명,TCS차종구분코드,TCS차종유형구분명,TCS차종유형구분코드,TCS노선번호,TCS본부코드,TCS지사코드,노선명,순번,구분,교통량,방향구분코드
20220508,20220508,1종,1,소형차,1,1,901,210300,경부선,1,서울 -> 신갈JC,89235,S
20220508,20220508,1종,1,소형차,1,1,901,210300,경부선,2,신갈JC -> 수원신갈,107504,S
20220508,20220508,1종,1,소형차,1,1,901,210300,경부선,3,수원신갈 -> 기흥,96615,S
20220508,20220508,1종,1,소형차,1,1,901,210300,경부선,4,기흥 -> 기흥동탄,84880,S
20220508,20220508,1종,1,소형차,1,1,901,210300,경부선,5,기흥동탄 -> 동탄JC,82469,S
20220508,20220508,1종,1,소형차,1,1,901,210300,경부선,6,동탄JC -> 오산,99648,S
20220508,20220508,1종,1,소형차,1,1,901,210300,경부선,7,오산 -> 안성JC,97460,S
20220508,20220508,1종,1,소형차,1,1,901,210300,경부선,8,안성JC -> 안성,90767,S
20220508,20220508,1종,1,소형차,1,1,903,410100,경부선,9,안성 -> 북천안,80366,S
20220508,20220508,1종,1,소형차,1,1,903,410100,경부선,10,북천안 -> 천안,82357,S
20220508,20220508,1종,1,소형차,1,1,903,410100,경부선,11,천안 -> 천안JC,71963,S
20220508,20220508,1종,1,소형차,1,1,903,410100,경부선,12,천안JC -> 목천,44576,S
20220508,20220508,1종,1,소형차,1,1,903,410100,경부선,13,목천 -> 옥산JC,43211,S
20220508,20220508,1종,1,소형차,1,1,903,410100,경부선,14,옥산JC -> 옥산,41077,S
20220508,20220508,1종,1,소형차,1,1,903,410100,경부선,15,옥산 -> 청주,40493,S
20220508,20220508,1종,1,소형차,1,1,903,410200,경부선,16,청주 -> 남이JC,37244,S
20220508,20220508,1종,1,소형차,1,1,903,410200,경부선,17,남이JC -> 청주JC,70182,S
20220508,20220508,1종,1,소형차,1,1,903,410200,경부선,18,청주JC -> 남청주,60309,S
20220508,20220508,1종,1,소형차,1,1,903,410200,경부선,19,남청주 -> 신탄진,59887,S
20220508,20220508,1종,1,소형차,1,1,903,410200,경부선,20,신탄진 -> 회덕JC,54600,S
20220508,20220508,1종,1,소형차,1,1,903,410200,경부선,21,회덕JC -> 대전,44094,S
20220508,20220508,1종,1,소형차,1,1,903,410200,경부선,22,대전 -> 비룡JC,39987,S
20220508,20220508,1종,1,소형차,1,1,903,410500,경부선,23,비룡JC -> 옥천,25439,S
20220508,20220508,1종,1,소형차,1,1,903,410500,경부선,24,옥천 -> 금강,17891,S
20220508,20220508,1종,1,소형차,1,1,903,410500,경부선,25,금강 -> 금강휴게소,17461,S
20220508,20220508,1종,1,소형차,1,1,903,410500,경부선,26,금강휴게소 -> 청성JC,16987,S
20220508,20220508,1종,1,소형차,1,1,903,410500,경부선,27,청성JC -> 영동,16987,S
20220508,20220508,1종,1,소형차,1,1,903,410500,경부선,28,영동 -> 황간,15872,S
20220508,20220508,1종,1,소형차,1,1,903,410500,경부선,29,황간 -> 추풍령,16786,S
20220508,20220508,1종,1,소형차,1,1,905,610100,경부선,30,추풍령 -> 김천,16979,S
20220508,20220508,1종,1,소형차,1,1,905,610100,경부선,31,김천 -> 동김천,19051,S
20220508,20220508,1종,1,소형차,1,1,905,610100,경부선,32,동김천 -> 김천JC,22308,S
20220508,20220508,1종,1,소형차,1,1,905,610100,경부선,33,구미 -> 남구미,41965,S
20220508,20220508,1종,1,소형차,1,1,905,610100,경부선,34,남구미 -> 왜관,46639,S
20220508,20220508,1종,1,소형차,1,1,905,610100,경부선,35,왜관 -> 칠곡물류,55552,S
20220508,20220508,1종,1,소형차,1,1,905,610200,경부선,36,금호JC -> 북대구,77367,S
20220508,20220508,1종,1,소형차,1,1,905,610200,경부선,37,북대구 -> 도동JC,69010,S
20220508,20220508,1종,1,소형차,1,1,905,610200,경부선,38,도동JC -> 동대구JC,55913,S
20220508,20220508,1종,1,소형차,1,1,905,610200,경부선,39,동대구JC -> 경산,35663,S
20220508,20220508,1종,1,소형차,1,1,905,610200,경부선,40,경산 -> 영천,25854,S
20220508,20220508,1종,1,소형차,1,1,905,610200,경부선,41,영천 -> 북안JC,21027,S
20220508,20220508,1종,1,소형차,1,1,905,610200,경부선,42,북안JC -> 건천,36699,S
20220508,20220508,1종,1,소형차,1,1,905,610200,경부선,43,건천 -> 경주,35906,S
20220508,20220508,1종,1,소형차,1,1,906,710100,경부선,44,경주 -> 활천,34642,S
20220508,20220508,1종,1,소형차,1,1,906,710100,경부선,45,활천 -> 언양JC,35708,S
20220508,20220508,1종,1,소형차,1,1,906,710100,경부선,46,언양JC -> 서울산,39965,S
20220508,20220508,1종,1,소형차,1,1,906,710500,경부선,47,서울산 -> 서울주JC,45986,S
20220508,20220508,1종,1,소형차,1,1,906,710500,경부선,48,서울주JC -> 통도사,49867,S
20220508,20220508,1종,1,소형차,1,1,906,710900,경부선,49,통도사 -> 통도사휴게소,48046,S
20220508,20220508,1종,1,소형차,1,1,906,710900,경부선,50,통도사휴게소 -> 양산,52535,S
20220508,20220508,1종,1,소형차,1,1,906,710500,경부선,51,양산 -> 양산JC,56503,S
20220508,20220508,1종,1,소형차,1,1,906,710500,경부선,52,양산JC -> 노포JC,37238,S
20220508,20220508,1종,1,소형차,1,1,906,710500,경부선,53,노포JC -> 노포,30327,S
20220508,20220508,1종,1,소형차,1,1,906,710500,경부선,54,노포 -> 노포JC2,26847,S
20220508,20220508,1종,1,소형차,1,1,906,710500,경부선,55,노포JC2 -> 부산,37744,S
20220508,20220508,2종,2,중형차,2,1,901,210300,경부선,1,서울 -> 신갈JC,773,S
20220508,20220508,2종,2,중형차,2,1,901,210300,경부선,2,신갈JC -> 수원신갈,1006,S
20220508,20220508,2종,2,중형차,2,1,901,210300,경부선,3,수원신갈 -> 기흥,645,S
20220508,20220508,2종,2,중형차,2,1,901,210300,경부선,4,기흥 -> 기흥동탄,568,S
20220508,20220508,2종,2,중형차,2,1,901,210300,경부선,5,기흥동탄 -> 동탄JC,613,S
20220508,20220508,2종,2,중형차,2,1,901,210300,경부선,6,동탄JC -> 오산,760,S
20220508,20220508,2종,2,중형차,2,1,901,210300,경부선,7,오산 -> 안성JC,501,S
20220508,20220508,2종,2,중형차,2,1,901,210300,경부선,8,안성JC -> 안성,435,S
20220508,20220508,2종,2,중형차,2,1,903,410100,경부선,9,안성 -> 북천안,350,S
20220508,20220508,2종,2,중형차,2,1,903,410100,경부선,10,북천안 -> 천안,373,S
20220508,20220508,2종,2,중형차,2,1,903,410100,경부선,11,천안 -> 천안JC,342,S
20220508,20220508,2종,2,중형차,2,1,903,410100,경부선,12,천안JC -> 목천,220,S
20220508,20220508,2종,2,중형차,2,1,903,410100,경부선,13,목천 -> 옥산JC,211,S
20220508,20220508,2종,2,중형차,2,1,903,410100,경부선,14,옥산JC -> 옥산,196,S
20220508,20220508,2종,2,중형차,2,1,903,410100,경부선,15,옥산 -> 청주,194,S
20220508,20220508,2종,2,중형차,2,1,903,410200,경부선,16,청주 -> 남이JC,159,S
20220508,20220508,2종,2,중형차,2,1,903,410200,경부선,17,남이JC -> 청주JC,388,S
20220508,20220508,2종,2,중형차,2,1,903,410200,경부선,18,청주JC -> 남청주,331,S
20220508,20220508,2종,2,중형차,2,1,903,410200,경부선,19,남청주 -> 신탄진,394,S
20220508,20220508,2종,2,중형차,2,1,903,410200,경부선,20,신탄진 -> 회덕JC,352,S
20220508,20220508,2종,2,중형차,2,1,903,410200,경부선,21,회덕JC -> 대전,220,S
20220508,20220508,2종,2,중형차,2,1,903,410200,경부선,22,대전 -> 비룡JC,168,S
20220508,20220508,2종,2,중형차,2,1,903,410500,경부선,23,비룡JC -> 옥천,108,S
20220508,20220508,2종,2,중형차,2,1,903,410500,경부선,24,옥천 -> 금강,67,S
20220508,20220508,2종,2,중형차,2,1,903,410500,경부선,25,금강 -> 금강휴게소,67,S
20220508,20220508,2종,2,중형차,2,1,903,410500,경부선,26,금강휴게소 -> 청성JC,65,S
20220508,20220508,2종,2,중형차,2,1,903,410500,경부선,27,청성JC -> 영동,65,S
20220508,20220508,2종,2,중형차,2,1,903,410500,경부선,28,영동 -> 황간,55,S
20220508,20220508,2종,2,중형차,2,1,903,410500,경부선,29,황간 -> 추풍령,56,S
20220508,20220508,2종,2,중형차,2,1,905,610100,경부선,30,추풍령 -> 김천,62,S
20220508,20220508,2종,2,중형차,2,1,905,610100,경부선,31,김천 -> 동김천,78,S
20220508,20220508,2종,2,중형차,2,1,905,610100,경부선,32,동김천 -> 김천JC,100,S
20220508,20220508,2종,2,중형차,2,1,905,610100,경부선,33,구미 -> 남구미,236,S
20220508,20220508,2종,2,중형차,2,1,905,610100,경부선,34,남구미 -> 왜관,255,S
20220508,20220508,2종,2,중형차,2,1,905,610100,경부선,35,왜관 -> 칠곡물류,351,S
20220508,20220508,2종,2,중형차,2,1,905,610200,경부선,36,금호JC -> 북대구,484,S
20220508,20220508,2종,2,중형차,2,1,905,610200,경부선,37,북대구 -> 도동JC,471,S
20220508,20220508,2종,2,중형차,2,1,905,610200,경부선,38,도동JC -> 동대구JC,390,S
20220508,20220508,2종,2,중형차,2,1,905,610200,경부선,39,동대구JC -> 경산,285,S
20220508,20220508,2종,2,중형차,2,1,905,610200,경부선,40,경산 -> 영천,118,S
20220508,20220508,2종,2,중형차,2,1,905,610200,경부선,41,영천 -> 북안JC,90,S
20220508,20220508,2종,2,중형차,2,1,905,610200,경부선,42,북안JC -> 건천,133,S
20220508,20220508,2종,2,중형차,2,1,905,610200,경부선,43,건천 -> 경주,114,S
20220508,20220508,2종,2,중형차,2,1,906,710100,경부선,44,경주 -> 활천,108,S
20220508,20220508,2종,2,중형차,2,1,906,710100,경부선,45,활천 -> 언양JC,111,S
20220508,20220508,2종,2,중형차,2,1,906,710100,경부선,46,언양JC -> 서울산,206,S
20220508,20220508,2종,2,중형차,2,1,906,710500,경부선,47,서울산 -> 서울주JC,227,S
20220508,20220508,2종,2,중형차,2,1,906,710500,경부선,48,서울주JC -> 통도사,263,S
20220508,20220508,2종,2,중형차,2,1,906,710900,경부선,49,통도사 -> 통도사휴게소,271,S
20220508,20220508,2종,2,중형차,2,1,906,710900,경부선,50,통도사휴게소 -> 양산,285,S
20220508,20220508,2종,2,중형차,2,1,906,710500,경부선,51,양산 -> 양산JC,343,S
20220508,20220508,2종,2,중형차,2,1,906,710500,경부선,52,양산JC -> 노포JC,219,S
20220508,20220508,2종,2,중형차,2,1,906,710500,경부선,53,노포JC -> 노포,180,S
20220508,20220508,2종,2,중형차,2,1,906,710500,경부선,54,노포 -> 노포JC2,154,S
20220508,20220508,2종,2,중형차,2,1,906,710500,경부선,55,노포JC2 -> 부산,204,S
20220508,20220508,3종,3,대형차,3,1,901,210300,경부선,1,서울 -> 신갈JC,5890,S
20220508,20220508,3종,3,대형차,3,1,901,210300,경부선,2,신갈JC -> 수원신갈,5077,S
20220508,20220508,3종,3,대형차,3,1,901,210300,경부선,3,수원신갈 -> 기흥,4345,S
20220508,20220508,3종,3,대형차,3,1,901,210300,경부선,4,기흥 -> 기흥동탄,4206,S
20220508,20220508,3종,3,대형차,3,1,901,210300,경부선,5,기흥동탄 -> 동탄JC,3981,S
20220508,20220508,3종,3,대형차,3,1,901,210300,경부선,6,동탄JC -> 오산,3982,S
20220508,20220508,3종,3,대형차,3,1,901,210300,경부선,7,오산 -> 안성JC,3776,S
20220508,20220508,3종,3,대형차,3,1,901,210300,경부선,8,안성JC -> 안성,3772,S
20220508,20220508,3종,3,대형차,3,1,903,410100,경부선,9,안성 -> 북천안,3485,S
20220508,20220508,3종,3,대형차,3,1,903,410100,경부선,10,북천안 -> 천안,3557,S
20220508,20220508,3종,3,대형차,3,1,903,410100,경부선,11,천안 -> 천안JC,3260,S
20220508,20220508,3종,3,대형차,3,1,903,410100,경부선,12,천안JC -> 목천,1928,S
20220508,20220508,3종,3,대형차,3,1,903,410100,경부선,13,목천 -> 옥산JC,1930,S
20220508,20220508,3종,3,대형차,3,1,903,410100,경부선,14,옥산JC -> 옥산,1824,S
20220508,20220508,3종,3,대형차,3,1,903,410100,경부선,15,옥산 -> 청주,1822,S
20220508,20220508,3종,3,대형차,3,1,903,410200,경부선,16,청주 -> 남이JC,1475,S
20220508,20220508,3종,3,대형차,3,1,903,410200,경부선,17,남이JC -> 청주JC,1943,S
20220508,20220508,3종,3,대형차,3,1,903,410200,경부선,18,청주JC -> 남청주,1613,S
20220508,20220508,3종,3,대형차,3,1,903,410200,경부선,19,남청주 -> 신탄진,1672,S
20220508,20220508,3종,3,대형차,3,1,903,410200,경부선,20,신탄진 -> 회덕JC,1630,S
20220508,20220508,3종,3,대형차,3,1,903,410200,경부선,21,회덕JC -> 대전,1172,S
20220508,20220508,3종,3,대형차,3,1,903,410200,경부선,22,대전 -> 비룡JC,822,S
20220508,20220508,3종,3,대형차,3,1,903,410500,경부선,23,비룡JC -> 옥천,212,S
20220508,20220508,3종,3,대형차,3,1,903,410500,경부선,24,옥천 -> 금강,157,S
20220508,20220508,3종,3,대형차,3,1,903,410500,경부선,25,금강 -> 금강휴게소,156,S
20220508,20220508,3종,3,대형차,3,1,903,410500,경부선,26,금강휴게소 -> 청성JC,155,S
20220508,20220508,3종,3,대형차,3,1,903,410500,경부선,27,청성JC -> 영동,155,S
20220508,20220508,3종,3,대형차,3,1,903,410500,경부선,28,영동 -> 황간,155,S
20220508,20220508,3종,3,대형차,3,1,903,410500,경부선,29,황간 -> 추풍령,160,S
20220508,20220508,3종,3,대형차,3,1,905,610100,경부선,30,추풍령 -> 김천,165,S
20220508,20220508,3종,3,대형차,3,1,905,610100,경부선,31,김천 -> 동김천,161,S
20220508,20220508,3종,3,대형차,3,1,905,610100,경부선,32,동김천 -> 김천JC,192,S
20220508,20220508,3종,3,대형차,3,1,905,610100,경부선,33,구미 -> 남구미,600,S
20220508,20220508,3종,3,대형차,3,1,905,610100,경부선,34,남구미 -> 왜관,686,S
20220508,20220508,3종,3,대형차,3,1,905,610100,경부선,35,왜관 -> 칠곡물류,712,S
20220508,20220508,3종,3,대형차,3,1,905,610200,경부선,36,금호JC -> 북대구,852,S
20220508,20220508,3종,3,대형차,3,1,905,610200,경부선,37,북대구 -> 도동JC,680,S
20220508,20220508,3종,3,대형차,3,1,905,610200,경부선,38,도동JC -> 동대구JC,634,S
20220508,20220508,3종,3,대형차,3,1,905,610200,경부선,39,동대구JC -> 경산,442,S
20220508,20220508,3종,3,대형차,3,1,905,610200,경부선,40,경산 -> 영천,331,S
20220508,20220508,3종,3,대형차,3,1,905,610200,경부선,41,영천 -> 북안JC,315,S
20220508,20220508,3종,3,대형차,3,1,905,610200,경부선,42,북안JC -> 건천,675,S
20220508,20220508,3종,3,대형차,3,1,905,610200,경부선,43,건천 -> 경주,661,S
20220508,20220508,3종,3,대형차,3,1,906,710100,경부선,44,경주 -> 활천,656,S
20220508,20220508,3종,3,대형차,3,1,906,710100,경부선,45,활천 -> 언양JC,662,S
20220508,20220508,3종,3,대형차,3,1,906,710100,경부선,46,언양JC -> 서울산,728,S
20220508,20220508,3종,3,대형차,3,1,906,710500,경부선,47,서울산 -> 서울주JC,724,S
20220508,20220508,3종,3,대형차,3,1,906,710500,경부선,48,서울주JC -> 통도사,741,S
20220508,20220508,3종,3,대형차,3,1,906,710900,경부선,49,통도사 -> 통도사휴게소,739,S
20220508,20220508,3종,3,대형차,3,1,906,710900,경부선,50,통도사휴게소 -> 양산,781,S
20220508,20220508,3종,3,대형차,3,1,906,710500,경부선,51,양산 -> 양산JC,779,S
20220508,20220508,3종,3,대형차,3,1,906,710500,경부선,52,양산JC -> 노포JC,609,S
20220508,20220508,3종,3,대형차,3,1,906,710500,경부선,53,노포JC -> 노포,576,S
20220508,20220508,3종,3,대형차,3,1,906,710500,경부선,54,노포 -> 노포JC2,233,S
20220508,20220508,3종,3,대형차,3,1,906,710500,경부선,55,노포JC2 -> 부산,298,S
20220508,20220508,4종,4,대형차,3,1,901,210300,경부선,1,서울 -> 신갈JC,909,S
20220508,20220508,4종,4,대형차,3,1,901,210300,경부선,2,신갈JC -> 수원신갈,1186,S
20220508,20220508,4종,4,대형차,3,1,901,210300,경부선,3,수원신갈 -> 기흥,854,S
20220508,20220508,4종,4,대형차,3,1,901,210300,경부선,4,기흥 -> 기흥동탄,806,S
20220508,20220508,4종,4,대형차,3,1,901,210300,경부선,5,기흥동탄 -> 동탄JC,741,S
20220508,20220508,4종,4,대형차,3,1,901,210300,경부선,6,동탄JC -> 오산,883,S
20220508,20220508,4종,4,대형차,3,1,901,210300,경부선,7,오산 -> 안성JC,932,S
20220508,20220508,4종,4,대형차,3,1,901,210300,경부선,8,안성JC -> 안성,1001,S
20220508,20220508,4종,4,대형차,3,1,903,410100,경부선,9,안성 -> 북천안,974,S
20220508,20220508,4종,4,대형차,3,1,903,410100,경부선,10,북천안 -> 천안,1055,S
20220508,20220508,4종,4,대형차,3,1,903,410100,경부선,11,천안 -> 천안JC,1040,S
20220508,20220508,4종,4,대형차,3,1,903,410100,경부선,12,천안JC -> 목천,832,S
20220508,20220508,4종,4,대형차,3,1,903,410100,경부선,13,목천 -> 옥산JC,828,S
20220508,20220508,4종,4,대형차,3,1,903,410100,경부선,14,옥산JC -> 옥산,799,S
20220508,20220508,4종,4,대형차,3,1,903,410100,경부선,15,옥산 -> 청주,798,S
20220508,20220508,4종,4,대형차,3,1,903,410200,경부선,16,청주 -> 남이JC,774,S
20220508,20220508,4종,4,대형차,3,1,903,410200,경부선,17,남이JC -> 청주JC,1358,S
20220508,20220508,4종,4,대형차,3,1,903,410200,경부선,18,청주JC -> 남청주,879,S
20220508,20220508,4종,4,대형차,3,1,903,410200,경부선,19,남청주 -> 신탄진,768,S
20220508,20220508,4종,4,대형차,3,1,903,410200,경부선,20,신탄진 -> 회덕JC,641,S
20220508,20220508,4종,4,대형차,3,1,903,410200,경부선,21,회덕JC -> 대전,395,S
20220508,20220508,4종,4,대형차,3,1,903,410200,경부선,22,대전 -> 비룡JC,402,S
20220508,20220508,4종,4,대형차,3,1,903,410500,경부선,23,비룡JC -> 옥천,341,S
20220508,20220508,4종,4,대형차,3,1,903,410500,경부선,24,옥천 -> 금강,166,S
20220508,20220508,4종,4,대형차,3,1,903,410500,경부선,25,금강 -> 금강휴게소,167,S
20220508,20220508,4종,4,대형차,3,1,903,410500,경부선,26,금강휴게소 -> 청성JC,166,S
20220508,20220508,4종,4,대형차,3,1,903,410500,경부선,27,청성JC -> 영동,166,S
20220508,20220508,4종,4,대형차,3,1,903,410500,경부선,28,영동 -> 황간,151,S
20220508,20220508,4종,4,대형차,3,1,903,410500,경부선,29,황간 -> 추풍령,156,S
20220508,20220508,4종,4,대형차,3,1,905,610100,경부선,30,추풍령 -> 김천,155,S
20220508,20220508,4종,4,대형차,3,1,905,610100,경부선,31,김천 -> 동김천,157,S
20220508,20220508,4종,4,대형차,3,1,905,610100,경부선,32,동김천 -> 김천JC,172,S
20220508,20220508,4종,4,대형차,3,1,905,610100,경부선,33,구미 -> 남구미,616,S
20220508,20220508,4종,4,대형차,3,1,905,610100,경부선,34,남구미 -> 왜관,652,S
20220508,20220508,4종,4,대형차,3,1,905,610100,경부선,35,왜관 -> 칠곡물류,654,S
20220508,20220508,4종,4,대형차,3,1,905,610200,경부선,36,금호JC -> 북대구,630,S
20220508,20220508,4종,4,대형차,3,1,905,610200,경부선,37,북대구 -> 도동JC,624,S
20220508,20220508,4종,4,대형차,3,1,905,610200,경부선,38,도동JC -> 동대구JC,565,S
20220508,20220508,4종,4,대형차,3,1,905,610200,경부선,39,동대구JC -> 경산,296,S
20220508,20220508,4종,4,대형차,3,1,905,610200,경부선,40,경산 -> 영천,202,S
20220508,20220508,4종,4,대형차,3,1,905,610200,경부선,41,영천 -> 북안JC,193,S
20220508,20220508,4종,4,대형차,3,1,905,610200,경부선,42,북안JC -> 건천,347,S
20220508,20220508,4종,4,대형차,3,1,905,610200,경부선,43,건천 -> 경주,342,S
20220508,20220508,4종,4,대형차,3,1,906,710100,경부선,44,경주 -> 활천,291,S
20220508,20220508,4종,4,대형차,3,1,906,710100,경부선,45,활천 -> 언양JC,288,S
20220508,20220508,4종,4,대형차,3,1,906,710100,경부선,46,언양JC -> 서울산,222,S
20220508,20220508,4종,4,대형차,3,1,906,710500,경부선,47,서울산 -> 서울주JC,224,S
20220508,20220508,4종,4,대형차,3,1,906,710500,경부선,48,서울주JC -> 통도사,251,S
20220508,20220508,4종,4,대형차,3,1,906,710900,경부선,49,통도사 -> 통도사휴게소,249,S
20220508,20220508,4종,4,대형차,3,1,906,710900,경부선,50,통도사휴게소 -> 양산,249,S
20220508,20220508,4종,4,대형차,3,1,906,710500,경부선,51,양산 -> 양산JC,225,S
20220508,20220508,4종,4,대형차,3,1,906,710500,경부선,52,양산JC -> 노포JC,76,S
20220508,20220508,4종,4,대형차,3,1,906,710500,경부선,53,노포JC -> 노포,56,S
20220508,20220508,4종,4,대형차,3,1,906,710500,경부선,54,노포 -> 노포JC2,47,S
20220508,20220508,4종,4,대형차,3,1,906,710500,경부선,55,노포JC2 -> 부산,122,S
20220508,20220508,5종,5,대형차,3,1,901,210300,경부선,1,서울 -> 신갈JC,241,S
20220508,20220508,5종,5,대형차,3,1,901,210300,경부선,2,신갈JC -> 수원신갈,391,S
20220508,20220508,5종,5,대형차,3,1,901,210300,경부선,3,수원신갈 -> 기흥,335,S
20220508,20220508,5종,5,대형차,3,1,901,210300,경부선,4,기흥 -> 기흥동탄,310,S
20220508,20220508,5종,5,대형차,3,1,901,210300,경부선,5,기흥동탄 -> 동탄JC,481,S
20220508,20220508,5종,5,대형차,3,1,901,210300,경부선,6,동탄JC -> 오산,484,S
20220508,20220508,5종,5,대형차,3,1,901,210300,경부선,7,오산 -> 안성JC,576,S
20220508,20220508,5종,5,대형차,3,1,901,210300,경부선,8,안성JC -> 안성,764,S
20220508,20220508,5종,5,대형차,3,1,903,410100,경부선,9,안성 -> 북천안,747,S
20220508,20220508,5종,5,대형차,3,1,903,410100,경부선,10,북천안 -> 천안,813,S
20220508,20220508,5종,5,대형차,3,1,903,410100,경부선,11,천안 -> 천안JC,881,S
20220508,20220508,5종,5,대형차,3,1,903,410100,경부선,12,천안JC -> 목천,715,S
20220508,20220508,5종,5,대형차,3,1,903,410100,경부선,13,목천 -> 옥산JC,661,S
20220508,20220508,5종,5,대형차,3,1,903,410100,경부선,14,옥산JC -> 옥산,627,S
20220508,20220508,5종,5,대형차,3,1,903,410100,경부선,15,옥산 -> 청주,627,S
20220508,20220508,5종,5,대형차,3,1,903,410200,경부선,16,청주 -> 남이JC,635,S
20220508,20220508,5종,5,대형차,3,1,903,410200,경부선,17,남이JC -> 청주JC,1082,S
20220508,20220508,5종,5,대형차,3,1,903,410200,경부선,18,청주JC -> 남청주,673,S
20220508,20220508,5종,5,대형차,3,1,903,410200,경부선,19,남청주 -> 신탄진,583,S
20220508,20220508,5종,5,대형차,3,1,903,410200,경부선,20,신탄진 -> 회덕JC,435,S
20220508,20220508,5종,5,대형차,3,1,903,410200,경부선,21,회덕JC -> 대전,396,S
20220508,20220508,5종,5,대형차,3,1,903,410200,경부선,22,대전 -> 비룡JC,400,S
20220508,20220508,5종,5,대형차,3,1,903,410500,경부선,23,비룡JC -> 옥천,366,S
20220508,20220508,5종,5,대형차,3,1,903,410500,경부선,24,옥천 -> 금강,188,S
20220508,20220508,5종,5,대형차,3,1,903,410500,경부선,25,금강 -> 금강휴게소,192,S
20220508,20220508,5종,5,대형차,3,1,903,410500,경부선,26,금강휴게소 -> 청성JC,190,S
20220508,20220508,5종,5,대형차,3,1,903,410500,경부선,27,청성JC -> 영동,190,S
20220508,20220508,5종,5,대형차,3,1,903,410500,경부선,28,영동 -> 황간,188,S
20220508,20220508,5종,5,대형차,3,1,903,410500,경부선,29,황간 -> 추풍령,196,S
20220508,20220508,5종,5,대형차,3,1,905,610100,경부선,30,추풍령 -> 김천,194,S
20220508,20220508,5종,5,대형차,3,1,905,610100,경부선,31,김천 -> 동김천,188,S
20220508,20220508,5종,5,대형차,3,1,905,610100,경부선,32,동김천 -> 김천JC,205,S
20220508,20220508,5종,5,대형차,3,1,905,610100,경부선,33,구미 -> 남구미,360,S
20220508,20220508,5종,5,대형차,3,1,905,610100,경부선,34,남구미 -> 왜관,407,S
20220508,20220508,5종,5,대형차,3,1,905,610100,경부선,35,왜관 -> 칠곡물류,435,S
20220508,20220508,5종,5,대형차,3,1,905,610200,경부선,36,금호JC -> 북대구,609,S
20220508,20220508,5종,5,대형차,3,1,905,610200,경부선,37,북대구 -> 도동JC,619,S
20220508,20220508,5종,5,대형차,3,1,905,610200,경부선,38,도동JC -> 동대구JC,506,S
20220508,20220508,5종,5,대형차,3,1,905,610200,경부선,39,동대구JC -> 경산,328,S
20220508,20220508,5종,5,대형차,3,1,905,610200,경부선,40,경산 -> 영천,265,S
20220508,20220508,5종,5,대형차,3,1,905,610200,경부선,41,영천 -> 북안JC,232,S
20220508,20220508,5종,5,대형차,3,1,905,610200,경부선,42,북안JC -> 건천,541,S
20220508,20220508,5종,5,대형차,3,1,905,610200,경부선,43,건천 -> 경주,525,S
20220508,20220508,5종,5,대형차,3,1,906,710100,경부선,44,경주 -> 활천,506,S
20220508,20220508,5종,5,대형차,3,1,906,710100,경부선,45,활천 -> 언양JC,514,S
20220508,20220508,5종,5,대형차,3,1,906,710100,경부선,46,언양JC -> 서울산,287,S
20220508,20220508,5종,5,대형차,3,1,906,710500,경부선,47,서울산 -> 서울주JC,284,S
20220508,20220508,5종,5,대형차,3,1,906,710500,경부선,48,서울주JC -> 통도사,320,S
20220508,20220508,5종,5,대형차,3,1,906,710900,경부선,49,통도사 -> 통도사휴게소,316,S
20220508,20220508,5종,5,대형차,3,1,906,710900,경부선,50,통도사휴게소 -> 양산,316,S
20220508,20220508,5종,5,대형차,3,1,906,710500,경부선,51,양산 -> 양산JC,360,S
20220508,20220508,5종,5,대형차,3,1,906,710500,경부선,52,양산JC -> 노포JC,79,S
20220508,20220508,5종,5,대형차,3,1,906,710500,경부선,53,노포JC -> 노포,46,S
20220508,20220508,5종,5,대형차,3,1,906,710500,경부선,54,노포 -> 노포JC2,42,S
20220508,20220508,5종,5,대형차,3,1,906,710500,경부선,55,노포JC2 -> 부산,145,S
20220508,20220508,6종,6,소형차,1,1,901,210300,경부선,1,서울 -> 신갈JC,3627,S
20220508,20220508,6종,6,소형차,1,1,901,210300,경부선,2,신갈JC -> 수원신갈,4756,S
20220508,20220508,6종,6,소형차,1,1,901,210300,경부선,3,수원신갈 -> 기흥,4201,S
20220508,20220508,6종,6,소형차,1,1,901,210300,경부선,4,기흥 -> 기흥동탄,3671,S
20220508,20220508,6종,6,소형차,1,1,901,210300,경부선,5,기흥동탄 -> 동탄JC,3559,S
20220508,20220508,6종,6,소형차,1,1,901,210300,경부선,6,동탄JC -> 오산,4305,S
20220508,20220508,6종,6,소형차,1,1,901,210300,경부선,7,오산 -> 안성JC,4059,S
20220508,20220508,6종,6,소형차,1,1,901,210300,경부선,8,안성JC -> 안성,3688,S
20220508,20220508,6종,6,소형차,1,1,903,410100,경부선,9,안성 -> 북천안,2988,S
20220508,20220508,6종,6,소형차,1,1,903,410100,경부선,10,북천안 -> 천안,3075,S
20220508,20220508,6종,6,소형차,1,1,903,410100,경부선,11,천안 -> 천안JC,2539,S
20220508,20220508,6종,6,소형차,1,1,903,410100,경부선,12,천안JC -> 목천,1881,S
20220508,20220508,6종,6,소형차,1,1,903,410100,경부선,13,목천 -> 옥산JC,1801,S
20220508,20220508,6종,6,소형차,1,1,903,410100,경부선,14,옥산JC -> 옥산,1705,S
20220508,20220508,6종,6,소형차,1,1,903,410100,경부선,15,옥산 -> 청주,1683,S
