노선,지점번호,구간,방향,계
남해선,1019,함안~산인JCT,종점,376
남해선,1019,함안~산인JCT,종점,715
남해선,1019,함안~산인JCT,종점,1342
남해선,1019,함안~산인JCT,종점,43050
남해선,01019-1,산인JCT~칠원JCT,기점,1276
남해선,01019-1,산인JCT~칠원JCT,기점,1361
남해선,01019-1,산인JCT~칠원JCT,기점,1595
남해선,01019-1,산인JCT~칠원JCT,기점,1819
남해선,01019-1,산인JCT~칠원JCT,기점,1875
남해선,01019-1,산인JCT~칠원JCT,기점,1823
남해선,01019-1,산인JCT~칠원JCT,기점,1725
남해선,01019-1,산인JCT~칠원JCT,기점,1717
남해선,01019-1,산인JCT~칠원JCT,기점,1676
남해선,01019-1,산인JCT~칠원JCT,기점,1650
남해선,01019-1,산인JCT~칠원JCT,기점,1611
남해선,01019-1,산인JCT~칠원JCT,기점,1461
남해선,01019-1,산인JCT~칠원JCT,기점,1220
남해선,01019-1,산인JCT~칠원JCT,기점,1045
남해선,01019-1,산인JCT~칠원JCT,기점,855
남해선,01019-1,산인JCT~칠원JCT,기점,655
남해선,01019-1,산인JCT~칠원JCT,기점,442
남해선,01019-1,산인JCT~칠원JCT,기점,296
남해선,01019-1,산인JCT~칠원JCT,기점,205
남해선,01019-1,산인JCT~칠원JCT,기점,178
남해선,01019-1,산인JCT~칠원JCT,기점,206
남해선,01019-1,산인JCT~칠원JCT,기점,333
남해선,01019-1,산인JCT~칠원JCT,기점,602
남해선,01019-1,산인JCT~칠원JCT,기점,963
남해선,01019-1,산인JCT~칠원JCT,기점,26589
남해선,01019-1,산인JCT~칠원JCT,종점,1121
남해선,01019-1,산인JCT~칠원JCT,종점,1243
남해선,01019-1,산인JCT~칠원JCT,종점,1408
남해선,01019-1,산인JCT~칠원JCT,종점,1575
남해선,01019-1,산인JCT~칠원JCT,종점,1664
남해선,01019-1,산인JCT~칠원JCT,종점,1655
남해선,01019-1,산인JCT~칠원JCT,종점,1729
남해선,01019-1,산인JCT~칠원JCT,종점,1736
남해선,01019-1,산인JCT~칠원JCT,종점,1721
남해선,01019-1,산인JCT~칠원JCT,종점,1759
남해선,01019-1,산인JCT~칠원JCT,종점,1766
남해선,01019-1,산인JCT~칠원JCT,종점,1589
남해선,01019-1,산인JCT~칠원JCT,종점,1346
남해선,01019-1,산인JCT~칠원JCT,종점,1123
남해선,01019-1,산인JCT~칠원JCT,종점,902
남해선,01019-1,산인JCT~칠원JCT,종점,667
남해선,01019-1,산인JCT~칠원JCT,종점,449
남해선,01019-1,산인JCT~칠원JCT,종점,293
남해선,01019-1,산인JCT~칠원JCT,종점,205
남해선,01019-1,산인JCT~칠원JCT,종점,163
남해선,01019-1,산인JCT~칠원JCT,종점,184
남해선,01019-1,산인JCT~칠원JCT,종점,298
남해선,01019-1,산인JCT~칠원JCT,종점,530
남해선,01019-1,산인JCT~칠원JCT,종점,853
남해선,01019-1,산인JCT~칠원JCT,종점,25979
남해선,01019-2,칠원JCT~북창원,기점,1852
남해선,01019-2,칠원JCT~북창원,기점,1820
남해선,01019-2,칠원JCT~북창원,기점,2414
남해선,01019-2,칠원JCT~북창원,기점,2326
남해선,01019-2,칠원JCT~북창원,기점,2030
남해선,01019-2,칠원JCT~북창원,기점,2047
남해선,01019-2,칠원JCT~북창원,기점,2056
남해선,01019-2,칠원JCT~북창원,기점,2157
남해선,01019-2,칠원JCT~북창원,기점,2203
남해선,01019-2,칠원JCT~북창원,기점,2158
남해선,01019-2,칠원JCT~북창원,기점,2010
남해선,01019-2,칠원JCT~북창원,기점,1645
남해선,01019-2,칠원JCT~북창원,기점,1328
남해선,01019-2,칠원JCT~북창원,기점,1086
남해선,01019-2,칠원JCT~북창원,기점,897
남해선,01019-2,칠원JCT~북창원,기점,721
남해선,01019-2,칠원JCT~북창원,기점,589
남해선,01019-2,칠원JCT~북창원,기점,356
남해선,01019-2,칠원JCT~북창원,기점,275
남해선,01019-2,칠원JCT~북창원,기점,257
남해선,01019-2,칠원JCT~북창원,기점,330
남해선,01019-2,칠원JCT~북창원,기점,481
남해선,01019-2,칠원JCT~북창원,기점,899
남해선,01019-2,칠원JCT~북창원,기점,1347
남해선,01019-2,칠원JCT~북창원,기점,33284
남해선,01019-2,칠원JCT~북창원,종점,1926
남해선,01019-2,칠원JCT~북창원,종점,1957
남해선,01019-2,칠원JCT~북창원,종점,1773
남해선,01019-2,칠원JCT~북창원,종점,1941
남해선,01019-2,칠원JCT~북창원,종점,2024
남해선,01019-2,칠원JCT~북창원,종점,2072
남해선,01019-2,칠원JCT~북창원,종점,2294
남해선,01019-2,칠원JCT~북창원,종점,2173
남해선,01019-2,칠원JCT~북창원,종점,2165
남해선,01019-2,칠원JCT~북창원,종점,2239
남해선,01019-2,칠원JCT~북창원,종점,2047
남해선,01019-2,칠원JCT~북창원,종점,1957
남해선,01019-2,칠원JCT~북창원,종점,1884
남해선,01019-2,칠원JCT~북창원,종점,1516
남해선,01019-2,칠원JCT~북창원,종점,1159
남해선,01019-2,칠원JCT~북창원,종점,816
남해선,01019-2,칠원JCT~북창원,종점,636
남해선,01019-2,칠원JCT~북창원,종점,383
남해선,01019-2,칠원JCT~북창원,종점,294
남해선,01019-2,칠원JCT~북창원,종점,217
남해선,01019-2,칠원JCT~북창원,종점,301
남해선,01019-2,칠원JCT~북창원,종점,507
남해선,01019-2,칠원JCT~북창원,종점,886
남해선,01019-2,칠원JCT~북창원,종점,1315
남해선,01019-2,칠원JCT~북창원,종점,34482
남해선,01019-3,북창원~창원JCT,기점,2223
남해선,01019-3,북창원~창원JCT,기점,2328
남해선,01019-3,북창원~창원JCT,기점,2309
남해선,01019-3,북창원~창원JCT,기점,2240
남해선,01019-3,북창원~창원JCT,기점,2099
남해선,01019-3,북창원~창원JCT,기점,1698
남해선,01019-3,북창원~창원JCT,기점,2110
남해선,01019-3,북창원~창원JCT,기점,2166
남해선,01019-3,북창원~창원JCT,기점,2273
남해선,01019-3,북창원~창원JCT,기점,2261
남해선,01019-3,북창원~창원JCT,기점,2180
남해선,01019-3,북창원~창원JCT,기점,1806
남해선,01019-3,북창원~창원JCT,기점,1433
남해선,01019-3,북창원~창원JCT,기점,1205
남해선,01019-3,북창원~창원JCT,기점,969
남해선,01019-3,북창원~창원JCT,기점,813
남해선,01019-3,북창원~창원JCT,기점,636
남해선,01019-3,북창원~창원JCT,기점,373
남해선,01019-3,북창원~창원JCT,기점,278
남해선,01019-3,북창원~창원JCT,기점,273
남해선,01019-3,북창원~창원JCT,기점,336
남해선,01019-3,북창원~창원JCT,기점,495
남해선,01019-3,북창원~창원JCT,기점,945
남해선,01019-3,북창원~창원JCT,기점,1312
남해선,01019-3,북창원~창원JCT,기점,34761
남해선,01019-3,북창원~창원JCT,종점,1766
남해선,01019-3,북창원~창원JCT,종점,1674
남해선,01019-3,북창원~창원JCT,종점,1867
남해선,01019-3,북창원~창원JCT,종점,1995
남해선,01019-3,북창원~창원JCT,종점,1969
남해선,01019-3,북창원~창원JCT,종점,2012
남해선,01019-3,북창원~창원JCT,종점,2191
남해선,01019-3,북창원~창원JCT,종점,2190
남해선,01019-3,북창원~창원JCT,종점,2051
남해선,01019-3,북창원~창원JCT,종점,2238
남해선,01019-3,북창원~창원JCT,종점,1976
남해선,01019-3,북창원~창원JCT,종점,1823
남해선,01019-3,북창원~창원JCT,종점,1861
남해선,01019-3,북창원~창원JCT,종점,1574
남해선,01019-3,북창원~창원JCT,종점,1180
남해선,01019-3,북창원~창원JCT,종점,904
남해선,01019-3,북창원~창원JCT,종점,695
남해선,01019-3,북창원~창원JCT,종점,403
남해선,01019-3,북창원~창원JCT,종점,309
남해선,01019-3,북창원~창원JCT,종점,239
남해선,01019-3,북창원~창원JCT,종점,301
남해선,01019-3,북창원~창원JCT,종점,511
남해선,01019-3,북창원~창원JCT,종점,923
남해선,01019-3,북창원~창원JCT,종점,1426
남해선,01019-3,북창원~창원JCT,종점,34078
남해선,1024,창원JCT~동창원,기점,2990
남해선,1024,창원JCT~동창원,기점,3310
남해선,1024,창원JCT~동창원,기점,3521
남해선,1024,창원JCT~동창원,기점,3986
남해선,1024,창원JCT~동창원,기점,3926
남해선,1024,창원JCT~동창원,기점,3450
남해선,1024,창원JCT~동창원,기점,3376
남해선,1024,창원JCT~동창원,기점,3541
남해선,1024,창원JCT~동창원,기점,3476
남해선,1024,창원JCT~동창원,기점,3517
남해선,1024,창원JCT~동창원,기점,3677
남해선,1024,창원JCT~동창원,기점,3372
남해선,1024,창원JCT~동창원,기점,2580
남해선,1024,창원JCT~동창원,기점,2134
남해선,1024,창원JCT~동창원,기점,1674
남해선,1024,창원JCT~동창원,기점,1271
남해선,1024,창원JCT~동창원,기점,845
남해선,1024,창원JCT~동창원,기점,570
남해선,1024,창원JCT~동창원,기점,401
남해선,1024,창원JCT~동창원,기점,332
남해선,1024,창원JCT~동창원,기점,371
남해선,1024,창원JCT~동창원,기점,563
남해선,1024,창원JCT~동창원,기점,1059
남해선,1024,창원JCT~동창원,기점,1976
남해선,1024,창원JCT~동창원,기점,55918
남해선,1024,창원JCT~동창원,종점,2725
남해선,1024,창원JCT~동창원,종점,2814
남해선,1024,창원JCT~동창원,종점,2998
남해선,1024,창원JCT~동창원,종점,3290
남해선,1024,창원JCT~동창원,종점,3395
남해선,1024,창원JCT~동창원,종점,3280
남해선,1024,창원JCT~동창원,종점,3350
남해선,1024,창원JCT~동창원,종점,3677
남해선,1024,창원JCT~동창원,종점,3900
남해선,1024,창원JCT~동창원,종점,4190
남해선,1024,창원JCT~동창원,종점,4175
남해선,1024,창원JCT~동창원,종점,3761
남해선,1024,창원JCT~동창원,종점,2977
남해선,1024,창원JCT~동창원,종점,2392
남해선,1024,창원JCT~동창원,종점,1917
남해선,1024,창원JCT~동창원,종점,1415
남해선,1024,창원JCT~동창원,종점,925
남해선,1024,창원JCT~동창원,종점,635
남해선,1024,창원JCT~동창원,종점,433
남해선,1024,창원JCT~동창원,종점,337
남해선,1024,창원JCT~동창원,종점,343
남해선,1024,창원JCT~동창원,종점,516
남해선,1024,창원JCT~동창원,종점,956
남해선,1024,창원JCT~동창원,종점,1783
남해선,1024,창원JCT~동창원,종점,56184
남해선,1025,동창원~진영JCT,기점,3103
남해선,1025,동창원~진영JCT,기점,2658
남해선,1025,동창원~진영JCT,기점,3060
남해선,1025,동창원~진영JCT,기점,3086
남해선,1025,동창원~진영JCT,기점,2782
남해선,1025,동창원~진영JCT,기점,2853
남해선,1025,동창원~진영JCT,기점,2804
남해선,1025,동창원~진영JCT,기점,2927
남해선,1025,동창원~진영JCT,기점,2928
남해선,1025,동창원~진영JCT,기점,3053
남해선,1025,동창원~진영JCT,기점,3106
남해선,1025,동창원~진영JCT,기점,2535
남해선,1025,동창원~진영JCT,기점,1871
남해선,1025,동창원~진영JCT,기점,1471
남해선,1025,동창원~진영JCT,기점,1164
남해선,1025,동창원~진영JCT,기점,964
남해선,1025,동창원~진영JCT,기점,735
남해선,1025,동창원~진영JCT,기점,404
남해선,1025,동창원~진영JCT,기점,317
남해선,1025,동창원~진영JCT,기점,273
남해선,1025,동창원~진영JCT,기점,320
남해선,1025,동창원~진영JCT,기점,491
남해선,1025,동창원~진영JCT,기점,853
남해선,1025,동창원~진영JCT,기점,1616
남해선,1025,동창원~진영JCT,기점,45374
남해선,1025,동창원~진영JCT,종점,2395
남해선,1025,동창원~진영JCT,종점,2958
남해선,1025,동창원~진영JCT,종점,3093
남해선,1025,동창원~진영JCT,종점,3156
남해선,1025,동창원~진영JCT,종점,3051
남해선,1025,동창원~진영JCT,종점,2296
남해선,1025,동창원~진영JCT,종점,2488
남해선,1025,동창원~진영JCT,종점,2644
남해선,1025,동창원~진영JCT,종점,2984
남해선,1025,동창원~진영JCT,종점,3042
남해선,1025,동창원~진영JCT,종점,3071
남해선,1025,동창원~진영JCT,종점,2718
남해선,1025,동창원~진영JCT,종점,2101
남해선,1025,동창원~진영JCT,종점,1552
남해선,1025,동창원~진영JCT,종점,1143
남해선,1025,동창원~진영JCT,종점,889
남해선,1025,동창원~진영JCT,종점,662
남해선,1025,동창원~진영JCT,종점,359
남해선,1025,동창원~진영JCT,종점,267
남해선,1025,동창원~진영JCT,종점,226
남해선,1025,동창원~진영JCT,종점,291
남해선,1025,동창원~진영JCT,종점,444
남해선,1025,동창원~진영JCT,종점,946
남해선,1025,동창원~진영JCT,종점,1568
남해선,1025,동창원~진영JCT,종점,44344
남해선,01025-1,진영JCT~진례,기점,3143
남해선,01025-1,진영JCT~진례,기점,3237
남해선,01025-1,진영JCT~진례,기점,2560
남해선,01025-1,진영JCT~진례,기점,3262
남해선,01025-1,진영JCT~진례,기점,2993
남해선,01025-1,진영JCT~진례,기점,2358
남해선,01025-1,진영JCT~진례,기점,2381
남해선,01025-1,진영JCT~진례,기점,2567
남해선,01025-1,진영JCT~진례,기점,2538
남해선,01025-1,진영JCT~진례,기점,2688
남해선,01025-1,진영JCT~진례,기점,2783
남해선,01025-1,진영JCT~진례,기점,2327
남해선,01025-1,진영JCT~진례,기점,1636
남해선,01025-1,진영JCT~진례,기점,1340
남해선,01025-1,진영JCT~진례,기점,1092
남해선,01025-1,진영JCT~진례,기점,874
남해선,01025-1,진영JCT~진례,기점,673
남해선,01025-1,진영JCT~진례,기점,389
남해선,01025-1,진영JCT~진례,기점,264
남해선,01025-1,진영JCT~진례,기점,260
남해선,01025-1,진영JCT~진례,기점,264
남해선,01025-1,진영JCT~진례,기점,394
남해선,01025-1,진영JCT~진례,기점,830
남해선,01025-1,진영JCT~진례,기점,1430
남해선,01025-1,진영JCT~진례,기점,42283
남해선,01025-1,진영JCT~진례,종점,2499
남해선,01025-1,진영JCT~진례,종점,2302
남해선,01025-1,진영JCT~진례,종점,2885
남해선,01025-1,진영JCT~진례,종점,2281
남해선,01025-1,진영JCT~진례,종점,2420
남해선,01025-1,진영JCT~진례,종점,2427
남해선,01025-1,진영JCT~진례,종점,2710
남해선,01025-1,진영JCT~진례,종점,2816
남해선,01025-1,진영JCT~진례,종점,3216
남해선,01025-1,진영JCT~진례,종점,3377
남해선,01025-1,진영JCT~진례,종점,3382
남해선,01025-1,진영JCT~진례,종점,3005
남해선,01025-1,진영JCT~진례,종점,2287
남해선,01025-1,진영JCT~진례,종점,1753
남해선,01025-1,진영JCT~진례,종점,1314
남해선,01025-1,진영JCT~진례,종점,933
남해선,01025-1,진영JCT~진례,종점,674
남해선,01025-1,진영JCT~진례,종점,385
남해선,01025-1,진영JCT~진례,종점,274
남해선,01025-1,진영JCT~진례,종점,207
남해선,01025-1,진영JCT~진례,종점,270
남해선,01025-1,진영JCT~진례,종점,398
남해선,01025-1,진영JCT~진례,종점,803
남해선,01025-1,진영JCT~진례,종점,1557
남해선,01025-1,진영JCT~진례,종점,44175
남해선,1026,진례~진례JCT,기점,3670
남해선,1026,진례~진례JCT,기점,3001
남해선,1026,진례~진례JCT,기점,2665
남해선,1026,진례~진례JCT,기점,3354
남해선,1026,진례~진례JCT,기점,3098
남해선,1026,진례~진례JCT,기점,2366
남해선,1026,진례~진례JCT,기점,2507
남해선,1026,진례~진례JCT,기점,2620
남해선,1026,진례~진례JCT,기점,2558
남해선,1026,진례~진례JCT,기점,2713
남해선,1026,진례~진례JCT,기점,2551
남해선,1026,진례~진례JCT,기점,2906
남해선,1026,진례~진례JCT,기점,2167
남해선,1026,진례~진례JCT,기점,1701
남해선,1026,진례~진례JCT,기점,1090
남해선,1026,진례~진례JCT,기점,854
남해선,1026,진례~진례JCT,기점,652
남해선,1026,진례~진례JCT,기점,394
남해선,1026,진례~진례JCT,기점,271
남해선,1026,진례~진례JCT,기점,258
남해선,1026,진례~진례JCT,기점,269
남해선,1026,진례~진례JCT,기점,405
남해선,1026,진례~진례JCT,기점,797
남해선,1026,진례~진례JCT,기점,1733
남해선,1026,진례~진례JCT,기점,44600
남해선,1026,진례~진례JCT,종점,3247
남해선,1026,진례~진례JCT,종점,3194
남해선,1026,진례~진례JCT,종점,3068
남해선,1026,진례~진례JCT,종점,2383
남해선,1026,진례~진례JCT,종점,2471
남해선,1026,진례~진례JCT,종점,2535
남해선,1026,진례~진례JCT,종점,2777
남해선,1026,진례~진례JCT,종점,3001
남해선,1026,진례~진례JCT,종점,3284
남해선,1026,진례~진례JCT,종점,3640
남해선,1026,진례~진례JCT,종점,4053
남해선,1026,진례~진례JCT,종점,2579
남해선,1026,진례~진례JCT,종점,1891
남해선,1026,진례~진례JCT,종점,1499
남해선,1026,진례~진례JCT,종점,1393
남해선,1026,진례~진례JCT,종점,964
남해선,1026,진례~진례JCT,종점,676
남해선,1026,진례~진례JCT,종점,388
남해선,1026,진례~진례JCT,종점,289
남해선,1026,진례~진례JCT,종점,217
남해선,1026,진례~진례JCT,종점,289
남해선,1026,진례~진례JCT,종점,407
남해선,1026,진례~진례JCT,종점,852
남해선,1026,진례~진례JCT,종점,1634
남해선,1026,진례~진례JCT,종점,46731
남해선,01026-1,진례JCT~냉정JCT,기점,3763
남해선,01026-1,진례JCT~냉정JCT,기점,3018
남해선,01026-1,진례JCT~냉정JCT,기점,2506
남해선,01026-1,진례JCT~냉정JCT,기점,3057
남해선,01026-1,진례JCT~냉정JCT,기점,2920
남해선,01026-1,진례JCT~냉정JCT,기점,2146
남해선,01026-1,진례JCT~냉정JCT,기점,2281
남해선,01026-1,진례JCT~냉정JCT,기점,2356
남해선,01026-1,진례JCT~냉정JCT,기점,2306
남해선,01026-1,진례JCT~냉정JCT,기점,2317
남해선,01026-1,진례JCT~냉정JCT,기점,3194
남해선,01026-1,진례JCT~냉정JCT,기점,1794
남해선,01026-1,진례JCT~냉정JCT,기점,1962
남해선,01026-1,진례JCT~냉정JCT,기점,1283
남해선,01026-1,진례JCT~냉정JCT,기점,967
남해선,01026-1,진례JCT~냉정JCT,기점,746
남해선,01026-1,진례JCT~냉정JCT,기점,544
남해선,01026-1,진례JCT~냉정JCT,기점,311
남해선,01026-1,진례JCT~냉정JCT,기점,215
남해선,01026-1,진례JCT~냉정JCT,기점,219
남해선,01026-1,진례JCT~냉정JCT,기점,238
남해선,01026-1,진례JCT~냉정JCT,기점,349
남해선,01026-1,진례JCT~냉정JCT,기점,734
남해선,01026-1,진례JCT~냉정JCT,기점,1649
남해선,01026-1,진례JCT~냉정JCT,기점,40875
남해선,01026-1,진례JCT~냉정JCT,종점,3133
남해선,01026-1,진례JCT~냉정JCT,종점,2978
남해선,01026-1,진례JCT~냉정JCT,종점,2905
남해선,01026-1,진례JCT~냉정JCT,종점,2145
남해선,01026-1,진례JCT~냉정JCT,종점,2211
남해선,01026-1,진례JCT~냉정JCT,종점,2183
남해선,01026-1,진례JCT~냉정JCT,종점,2438
남해선,01026-1,진례JCT~냉정JCT,종점,2591
남해선,01026-1,진례JCT~냉정JCT,종점,2924
남해선,01026-1,진례JCT~냉정JCT,종점,3365
남해선,01026-1,진례JCT~냉정JCT,종점,2815
남해선,01026-1,진례JCT~냉정JCT,종점,2882
남해선,01026-1,진례JCT~냉정JCT,종점,1729
남해선,01026-1,진례JCT~냉정JCT,종점,2017
남해선,01026-1,진례JCT~냉정JCT,종점,1342
남해선,01026-1,진례JCT~냉정JCT,종점,909
남해선,01026-1,진례JCT~냉정JCT,종점,634
남해선,01026-1,진례JCT~냉정JCT,종점,324
남해선,01026-1,진례JCT~냉정JCT,종점,233
남해선,01026-1,진례JCT~냉정JCT,종점,171
남해선,01026-1,진례JCT~냉정JCT,종점,244
남해선,01026-1,진례JCT~냉정JCT,종점,345
남해선,01026-1,진례JCT~냉정JCT,종점,781
남해선,01026-1,진례JCT~냉정JCT,종점,1510
남해선,01026-1,진례JCT~냉정JCT,종점,42809
남해선,1027,냉정JCT~서김해,기점,2047
남해선,1027,냉정JCT~서김해,기점,2101
남해선,1027,냉정JCT~서김해,기점,1907
남해선,1027,냉정JCT~서김해,기점,2016
남해선,1027,냉정JCT~서김해,기점,1903
남해선,1027,냉정JCT~서김해,기점,1665
남해선,1027,냉정JCT~서김해,기점,1672
남해선,1027,냉정JCT~서김해,기점,1851
남해선,1027,냉정JCT~서김해,기점,1939
남해선,1027,냉정JCT~서김해,기점,2046
남해선,1027,냉정JCT~서김해,기점,2195
남해선,1027,냉정JCT~서김해,기점,1928
남해선,1027,냉정JCT~서김해,기점,1441
남해선,1027,냉정JCT~서김해,기점,1133
남해선,1027,냉정JCT~서김해,기점,876
남해선,1027,냉정JCT~서김해,기점,623
남해선,1027,냉정JCT~서김해,기점,403
남해선,1027,냉정JCT~서김해,기점,264
남해선,1027,냉정JCT~서김해,기점,178
남해선,1027,냉정JCT~서김해,기점,144
남해선,1027,냉정JCT~서김해,기점,151
남해선,1027,냉정JCT~서김해,기점,228
남해선,1027,냉정JCT~서김해,기점,487
남해선,1027,냉정JCT~서김해,기점,1146
남해선,1027,냉정JCT~서김해,기점,30344
남해선,1027,냉정JCT~서김해,종점,1546
남해선,1027,냉정JCT~서김해,종점,1793
남해선,1027,냉정JCT~서김해,종점,1699
남해선,1027,냉정JCT~서김해,종점,1858
남해선,1027,냉정JCT~서김해,종점,1889
남해선,1027,냉정JCT~서김해,종점,1743
남해선,1027,냉정JCT~서김해,종점,1766
남해선,1027,냉정JCT~서김해,종점,1884
남해선,1027,냉정JCT~서김해,종점,1954
남해선,1027,냉정JCT~서김해,종점,2068
남해선,1027,냉정JCT~서김해,종점,2177
남해선,1027,냉정JCT~서김해,종점,1947
남해선,1027,냉정JCT~서김해,종점,1453
남해선,1027,냉정JCT~서김해,종점,1150
남해선,1027,냉정JCT~서김해,종점,866
남해선,1027,냉정JCT~서김해,종점,629
남해선,1027,냉정JCT~서김해,종점,413
남해선,1027,냉정JCT~서김해,종점,276
남해선,1027,냉정JCT~서김해,종점,191
남해선,1027,냉정JCT~서김해,종점,148
남해선,1027,냉정JCT~서김해,종점,135
남해선,1027,냉정JCT~서김해,종점,203
남해선,1027,냉정JCT~서김해,종점,410
남해선,1027,냉정JCT~서김해,종점,921
남해선,1027,냉정JCT~서김해,종점,29119
남해선,1028,서김해~동김해,기점,2725
남해선,1028,서김해~동김해,기점,2377
남해선,1028,서김해~동김해,기점,2665
남해선,1028,서김해~동김해,기점,2488
남해선,1028,서김해~동김해,기점,2176
남해선,1028,서김해~동김해,기점,1826
남해선,1028,서김해~동김해,기점,1824
남해선,1028,서김해~동김해,기점,1841
남해선,1028,서김해~동김해,기점,1906
남해선,1028,서김해~동김해,기점,1953
남해선,1028,서김해~동김해,기점,2712
남해선,1028,서김해~동김해,기점,1774
남해선,1028,서김해~동김해,기점,1146
남해선,1028,서김해~동김해,기점,1295
남해선,1028,서김해~동김해,기점,713
남해선,1028,서김해~동김해,기점,578
남해선,1028,서김해~동김해,기점,400
남해선,1028,서김해~동김해,기점,233
남해선,1028,서김해~동김해,기점,162
남해선,1028,서김해~동김해,기점,147
남해선,1028,서김해~동김해,기점,161
남해선,1028,서김해~동김해,기점,218
남해선,1028,서김해~동김해,기점,563
남해선,1028,서김해~동김해,기점,1539
남해선,1028,서김해~동김해,기점,33422
남해선,1028,서김해~동김해,종점,2583
남해선,1028,서김해~동김해,종점,2829
남해선,1028,서김해~동김해,종점,2049
남해선,1028,서김해~동김해,종점,2126
남해선,1028,서김해~동김해,종점,1913
남해선,1028,서김해~동김해,종점,1783
남해선,1028,서김해~동김해,종점,2126
남해선,1028,서김해~동김해,종점,2192
남해선,1028,서김해~동김해,종점,2507
남해선,1028,서김해~동김해,종점,2861
남해선,1028,서김해~동김해,종점,2410
남해선,1028,서김해~동김해,종점,2696
남해선,1028,서김해~동김해,종점,1812
남해선,1028,서김해~동김해,종점,1137
남해선,1028,서김해~동김해,종점,1044
남해선,1028,서김해~동김해,종점,719
남해선,1028,서김해~동김해,종점,466
남해선,1028,서김해~동김해,종점,222
남해선,1028,서김해~동김해,종점,165
남해선,1028,서김해~동김해,종점,122
남해선,1028,서김해~동김해,종점,126
남해선,1028,서김해~동김해,종점,218
남해선,1028,서김해~동김해,종점,575
남해선,1028,서김해~동김해,종점,1318
남해선,1028,서김해~동김해,종점,35999
남해선,01028-1,동김해~김해JCT,기점,2874
남해선,01028-1,동김해~김해JCT,기점,3233
남해선,01028-1,동김해~김해JCT,기점,2939
남해선,01028-1,동김해~김해JCT,기점,2941
남해선,01028-1,동김해~김해JCT,기점,2795
남해선,01028-1,동김해~김해JCT,기점,2485
남해선,01028-1,동김해~김해JCT,기점,2461
남해선,01028-1,동김해~김해JCT,기점,2533
남해선,01028-1,동김해~김해JCT,기점,2674
남해선,01028-1,동김해~김해JCT,기점,2971
남해선,01028-1,동김해~김해JCT,기점,3337
남해선,01028-1,동김해~김해JCT,기점,2942
남해선,01028-1,동김해~김해JCT,기점,2232
남해선,01028-1,동김해~김해JCT,기점,1980
남해선,01028-1,동김해~김해JCT,기점,1607
남해선,01028-1,동김해~김해JCT,기점,1144
남해선,01028-1,동김해~김해JCT,기점,776
남해선,01028-1,동김해~김해JCT,기점,526
남해선,01028-1,동김해~김해JCT,기점,365
남해선,01028-1,동김해~김해JCT,기점,256
남해선,01028-1,동김해~김해JCT,기점,223
남해선,01028-1,동김해~김해JCT,기점,285
남해선,01028-1,동김해~김해JCT,기점,628
남해선,01028-1,동김해~김해JCT,기점,1763
남해선,01028-1,동김해~김해JCT,기점,45970
남해선,01028-1,동김해~김해JCT,종점,2670
남해선,01028-1,동김해~김해JCT,종점,2763
남해선,01028-1,동김해~김해JCT,종점,2551
남해선,01028-1,동김해~김해JCT,종점,2623
남해선,01028-1,동김해~김해JCT,종점,2641
남해선,01028-1,동김해~김해JCT,종점,2553
남해선,01028-1,동김해~김해JCT,종점,2736
남해선,01028-1,동김해~김해JCT,종점,2990
남해선,01028-1,동김해~김해JCT,종점,3115
남해선,01028-1,동김해~김해JCT,종점,3315
남해선,01028-1,동김해~김해JCT,종점,3667
남해선,01028-1,동김해~김해JCT,종점,3278
남해선,01028-1,동김해~김해JCT,종점,2524
남해선,01028-1,동김해~김해JCT,종점,2141
남해선,01028-1,동김해~김해JCT,종점,1758
남해선,01028-1,동김해~김해JCT,종점,1308
남해선,01028-1,동김해~김해JCT,종점,879
남해선,01028-1,동김해~김해JCT,종점,568
남해선,01028-1,동김해~김해JCT,종점,366
남해선,01028-1,동김해~김해JCT,종점,256
남해선,01028-1,동김해~김해JCT,종점,213
남해선,01028-1,동김해~김해JCT,종점,275
남해선,01028-1,동김해~김해JCT,종점,599
남해선,01028-1,동김해~김해JCT,종점,1653
남해선,01028-1,동김해~김해JCT,종점,47442
남해선,1029,김해JCT~대저JCT,기점,1516
남해선,1029,김해JCT~대저JCT,기점,1733
남해선,1029,김해JCT~대저JCT,기점,1551
남해선,1029,김해JCT~대저JCT,기점,1599
남해선,1029,김해JCT~대저JCT,기점,1387
남해선,1029,김해JCT~대저JCT,기점,1398
남해선,1029,김해JCT~대저JCT,기점,1693
남해선,1029,김해JCT~대저JCT,기점,1837
남해선,1029,김해JCT~대저JCT,기점,2178
남해선,1029,김해JCT~대저JCT,기점,2616
남해선,1029,김해JCT~대저JCT,기점,2907
남해선,1029,김해JCT~대저JCT,기점,2355
남해선,1029,김해JCT~대저JCT,기점,1319
남해선,1029,김해JCT~대저JCT,기점,1223
남해선,1029,김해JCT~대저JCT,기점,1157
남해선,1029,김해JCT~대저JCT,기점,782
남해선,1029,김해JCT~대저JCT,기점,471
남해선,1029,김해JCT~대저JCT,기점,260
남해선,1029,김해JCT~대저JCT,기점,153
남해선,1029,김해JCT~대저JCT,기점,124
남해선,1029,김해JCT~대저JCT,기점,137
남해선,1029,김해JCT~대저JCT,기점,172
남해선,1029,김해JCT~대저JCT,기점,456
남해선,1029,김해JCT~대저JCT,기점,1120
남해선,1029,김해JCT~대저JCT,기점,30144
