노선,지점번호,구간,방향,계
경부선,101,구서~노포,기점,2649
경부선,101,구서~노포,기점,2920
경부선,101,구서~노포,기점,2252
경부선,101,구서~노포,기점,1750
경부선,101,구서~노포,기점,1568
경부선,101,구서~노포,기점,1592
경부선,101,구서~노포,기점,1890
경부선,101,구서~노포,기점,2136
경부선,101,구서~노포,기점,2422
경부선,101,구서~노포,기점,2349
경부선,101,구서~노포,기점,2680
경부선,101,구서~노포,기점,2270
경부선,101,구서~노포,기점,1735
경부선,101,구서~노포,기점,1362
경부선,101,구서~노포,기점,1167
경부선,101,구서~노포,기점,814
경부선,101,구서~노포,기점,548
경부선,101,구서~노포,기점,310
경부선,101,구서~노포,기점,210
경부선,101,구서~노포,기점,134
경부선,101,구서~노포,기점,128
경부선,101,구서~노포,기점,252
경부선,101,구서~노포,기점,616
경부선,101,구서~노포,기점,1452
경부선,101,구서~노포,기점,35206
경부선,101,구서~노포,종점,3236
경부선,101,구서~노포,종점,2634
경부선,101,구서~노포,종점,2147
경부선,101,구서~노포,종점,2444
경부선,101,구서~노포,종점,2295
경부선,101,구서~노포,종점,1861
경부선,101,구서~노포,종점,1736
경부선,101,구서~노포,종점,1738
경부선,101,구서~노포,종점,1703
경부선,101,구서~노포,종점,2504
경부선,101,구서~노포,종점,2826
경부선,101,구서~노포,종점,2526
경부선,101,구서~노포,종점,1846
경부선,101,구서~노포,종점,1457
경부선,101,구서~노포,종점,886
경부선,101,구서~노포,종점,606
경부선,101,구서~노포,종점,447
경부선,101,구서~노포,종점,257
경부선,101,구서~노포,종점,205
경부선,101,구서~노포,종점,160
경부선,101,구서~노포,종점,164
경부선,101,구서~노포,종점,233
경부선,101,구서~노포,종점,655
경부선,101,구서~노포,종점,1740
경부선,101,구서~노포,종점,36306
경부선,00101-1,노포~노포JCT,기점,2202
경부선,00101-1,노포~노포JCT,기점,2613
경부선,00101-1,노포~노포JCT,기점,2139
경부선,00101-1,노포~노포JCT,기점,1987
경부선,00101-1,노포~노포JCT,기점,1919
경부선,00101-1,노포~노포JCT,기점,1461
경부선,00101-1,노포~노포JCT,기점,1729
경부선,00101-1,노포~노포JCT,기점,2015
경부선,00101-1,노포~노포JCT,기점,2161
경부선,00101-1,노포~노포JCT,기점,2646
경부선,00101-1,노포~노포JCT,기점,2548
경부선,00101-1,노포~노포JCT,기점,2052
경부선,00101-1,노포~노포JCT,기점,1500
경부선,00101-1,노포~노포JCT,기점,1281
경부선,00101-1,노포~노포JCT,기점,1049
경부선,00101-1,노포~노포JCT,기점,809
경부선,00101-1,노포~노포JCT,기점,529
경부선,00101-1,노포~노포JCT,기점,306
경부선,00101-1,노포~노포JCT,기점,195
경부선,00101-1,노포~노포JCT,기점,142
경부선,00101-1,노포~노포JCT,기점,129
경부선,00101-1,노포~노포JCT,기점,231
경부선,00101-1,노포~노포JCT,기점,586
경부선,00101-1,노포~노포JCT,기점,1347
경부선,00101-1,노포~노포JCT,기점,33576
경부선,00101-1,노포~노포JCT,종점,2739
경부선,00101-1,노포~노포JCT,종점,2631
경부선,00101-1,노포~노포JCT,종점,1974
경부선,00101-1,노포~노포JCT,종점,1896
경부선,00101-1,노포~노포JCT,종점,1795
경부선,00101-1,노포~노포JCT,종점,1915
경부선,00101-1,노포~노포JCT,종점,1747
경부선,00101-1,노포~노포JCT,종점,1761
경부선,00101-1,노포~노포JCT,종점,1752
경부선,00101-1,노포~노포JCT,종점,1852
경부선,00101-1,노포~노포JCT,종점,2576
경부선,00101-1,노포~노포JCT,종점,2312
경부선,00101-1,노포~노포JCT,종점,1694
경부선,00101-1,노포~노포JCT,종점,1375
경부선,00101-1,노포~노포JCT,종점,927
경부선,00101-1,노포~노포JCT,종점,600
경부선,00101-1,노포~노포JCT,종점,468
경부선,00101-1,노포~노포JCT,종점,247
경부선,00101-1,노포~노포JCT,종점,212
경부선,00101-1,노포~노포JCT,종점,158
경부선,00101-1,노포~노포JCT,종점,182
경부선,00101-1,노포~노포JCT,종점,230
경부선,00101-1,노포~노포JCT,종점,641
경부선,00101-1,노포~노포JCT,종점,1557
경부선,00101-1,노포~노포JCT,종점,33241
경부선,00101-2,노포JCT~양산JCT,기점,2322
경부선,00101-2,노포JCT~양산JCT,기점,2678
경부선,00101-2,노포JCT~양산JCT,기점,2248
경부선,00101-2,노포JCT~양산JCT,기점,2277
경부선,00101-2,노포JCT~양산JCT,기점,2428
경부선,00101-2,노포JCT~양산JCT,기점,2489
경부선,00101-2,노포JCT~양산JCT,기점,2679
경부선,00101-2,노포JCT~양산JCT,기점,2849
경부선,00101-2,노포JCT~양산JCT,기점,2991
경부선,00101-2,노포JCT~양산JCT,기점,3280
경부선,00101-2,노포JCT~양산JCT,기점,3340
경부선,00101-2,노포JCT~양산JCT,기점,3231
경부선,00101-2,노포JCT~양산JCT,기점,2471
경부선,00101-2,노포JCT~양산JCT,기점,1846
경부선,00101-2,노포JCT~양산JCT,기점,1428
경부선,00101-2,노포JCT~양산JCT,기점,1039
경부선,00101-2,노포JCT~양산JCT,기점,685
경부선,00101-2,노포JCT~양산JCT,기점,454
경부선,00101-2,노포JCT~양산JCT,기점,288
경부선,00101-2,노포JCT~양산JCT,기점,207
경부선,00101-2,노포JCT~양산JCT,기점,188
경부선,00101-2,노포JCT~양산JCT,기점,260
경부선,00101-2,노포JCT~양산JCT,기점,572
경부선,00101-2,노포JCT~양산JCT,기점,1343
경부선,00101-2,노포JCT~양산JCT,기점,43593
경부선,00101-2,노포JCT~양산JCT,종점,2557
경부선,00101-2,노포JCT~양산JCT,종점,2885
경부선,00101-2,노포JCT~양산JCT,종점,2759
경부선,00101-2,노포JCT~양산JCT,종점,2915
경부선,00101-2,노포JCT~양산JCT,종점,2960
경부선,00101-2,노포JCT~양산JCT,종점,2641
경부선,00101-2,노포JCT~양산JCT,종점,2592
경부선,00101-2,노포JCT~양산JCT,종점,2612
경부선,00101-2,노포JCT~양산JCT,종점,2580
경부선,00101-2,노포JCT~양산JCT,종점,2607
경부선,00101-2,노포JCT~양산JCT,종점,3249
경부선,00101-2,노포JCT~양산JCT,종점,2985
경부선,00101-2,노포JCT~양산JCT,종점,2096
경부선,00101-2,노포JCT~양산JCT,종점,1584
경부선,00101-2,노포JCT~양산JCT,종점,1251
경부선,00101-2,노포JCT~양산JCT,종점,952
경부선,00101-2,노포JCT~양산JCT,종점,635
경부선,00101-2,노포JCT~양산JCT,종점,427
경부선,00101-2,노포JCT~양산JCT,종점,287
경부선,00101-2,노포JCT~양산JCT,종점,218
경부선,00101-2,노포JCT~양산JCT,종점,212
경부선,00101-2,노포JCT~양산JCT,종점,287
경부선,00101-2,노포JCT~양산JCT,종점,592
경부선,00101-2,노포JCT~양산JCT,종점,1430
경부선,00101-2,노포JCT~양산JCT,종점,43313
경부선,102,양산JCT~양산,기점,2649
경부선,102,양산JCT~양산,기점,2928
경부선,102,양산JCT~양산,기점,2471
경부선,102,양산JCT~양산,기점,2552
경부선,102,양산JCT~양산,기점,2395
경부선,102,양산JCT~양산,기점,2401
경부선,102,양산JCT~양산,기점,2789
경부선,102,양산JCT~양산,기점,3224
경부선,102,양산JCT~양산,기점,3491
경부선,102,양산JCT~양산,기점,3646
경부선,102,양산JCT~양산,기점,3422
경부선,102,양산JCT~양산,기점,2777
경부선,102,양산JCT~양산,기점,1920
경부선,102,양산JCT~양산,기점,1457
경부선,102,양산JCT~양산,기점,1135
경부선,102,양산JCT~양산,기점,914
경부선,102,양산JCT~양산,기점,606
경부선,102,양산JCT~양산,기점,389
경부선,102,양산JCT~양산,기점,238
경부선,102,양산JCT~양산,기점,185
경부선,102,양산JCT~양산,기점,211
경부선,102,양산JCT~양산,기점,314
경부선,102,양산JCT~양산,기점,876
경부선,102,양산JCT~양산,기점,1774
경부선,102,양산JCT~양산,기점,44764
경부선,102,양산JCT~양산,종점,3280
경부선,102,양산JCT~양산,종점,2795
경부선,102,양산JCT~양산,종점,3342
경부선,102,양산JCT~양산,종점,3555
경부선,102,양산JCT~양산,종점,3386
경부선,102,양산JCT~양산,종점,2767
경부선,102,양산JCT~양산,종점,2576
경부선,102,양산JCT~양산,종점,2627
경부선,102,양산JCT~양산,종점,2526
경부선,102,양산JCT~양산,종점,2434
경부선,102,양산JCT~양산,종점,3204
경부선,102,양산JCT~양산,종점,2677
경부선,102,양산JCT~양산,종점,1894
경부선,102,양산JCT~양산,종점,1406
경부선,102,양산JCT~양산,종점,766
경부선,102,양산JCT~양산,종점,588
경부선,102,양산JCT~양산,종점,407
경부선,102,양산JCT~양산,종점,243
경부선,102,양산JCT~양산,종점,205
경부선,102,양산JCT~양산,종점,210
경부선,102,양산JCT~양산,종점,193
경부선,102,양산JCT~양산,종점,384
경부선,102,양산JCT~양산,종점,857
경부선,102,양산JCT~양산,종점,1932
경부선,102,양산JCT~양산,종점,44254
경부선,103,양산~통도사하이패스,기점,1902
경부선,103,양산~통도사하이패스,기점,1567
경부선,103,양산~통도사하이패스,기점,1820
경부선,103,양산~통도사하이패스,기점,1972
경부선,103,양산~통도사하이패스,기점,1984
경부선,103,양산~통도사하이패스,기점,2090
경부선,103,양산~통도사하이패스,기점,2335
경부선,103,양산~통도사하이패스,기점,2635
경부선,103,양산~통도사하이패스,기점,2914
경부선,103,양산~통도사하이패스,기점,3153
경부선,103,양산~통도사하이패스,기점,2584
경부선,103,양산~통도사하이패스,기점,1939
경부선,103,양산~통도사하이패스,기점,1473
경부선,103,양산~통도사하이패스,기점,1373
경부선,103,양산~통도사하이패스,기점,969
경부선,103,양산~통도사하이패스,기점,782
경부선,103,양산~통도사하이패스,기점,483
경부선,103,양산~통도사하이패스,기점,352
경부선,103,양산~통도사하이패스,기점,194
경부선,103,양산~통도사하이패스,기점,156
경부선,103,양산~통도사하이패스,기점,199
경부선,103,양산~통도사하이패스,기점,289
경부선,103,양산~통도사하이패스,기점,590
경부선,103,양산~통도사하이패스,기점,1304
경부선,103,양산~통도사하이패스,기점,35059
경부선,103,양산~통도사하이패스,종점,1947
경부선,103,양산~통도사하이패스,종점,2494
경부선,103,양산~통도사하이패스,종점,2763
경부선,103,양산~통도사하이패스,종점,2776
경부선,103,양산~통도사하이패스,종점,2920
경부선,103,양산~통도사하이패스,종점,2422
경부선,103,양산~통도사하이패스,종점,2288
경부선,103,양산~통도사하이패스,종점,2160
경부선,103,양산~통도사하이패스,종점,2190
경부선,103,양산~통도사하이패스,종점,2068
경부선,103,양산~통도사하이패스,종점,2682
경부선,103,양산~통도사하이패스,종점,2123
경부선,103,양산~통도사하이패스,종점,1628
경부선,103,양산~통도사하이패스,종점,885
경부선,103,양산~통도사하이패스,종점,746
경부선,103,양산~통도사하이패스,종점,609
경부선,103,양산~통도사하이패스,종점,384
경부선,103,양산~통도사하이패스,종점,235
경부선,103,양산~통도사하이패스,종점,193
경부선,103,양산~통도사하이패스,종점,194
경부선,103,양산~통도사하이패스,종점,186
경부선,103,양산~통도사하이패스,종점,325
경부선,103,양산~통도사하이패스,종점,722
경부선,103,양산~통도사하이패스,종점,1193
경부선,103,양산~통도사하이패스,종점,36133
경부선,00103-1,통도사하이패스~통도사,기점,2147
경부선,00103-1,통도사하이패스~통도사,기점,2111
경부선,00103-1,통도사하이패스~통도사,기점,2889
경부선,00103-1,통도사하이패스~통도사,기점,2427
경부선,00103-1,통도사하이패스~통도사,기점,2450
경부선,00103-1,통도사하이패스~통도사,기점,2609
경부선,00103-1,통도사하이패스~통도사,기점,2206
경부선,00103-1,통도사하이패스~통도사,기점,2150
경부선,00103-1,통도사하이패스~통도사,기점,1894
경부선,00103-1,통도사하이패스~통도사,기점,2517
경부선,00103-1,통도사하이패스~통도사,기점,2350
경부선,00103-1,통도사하이패스~통도사,기점,1419
경부선,00103-1,통도사하이패스~통도사,기점,1109
경부선,00103-1,통도사하이패스~통도사,기점,812
경부선,00103-1,통도사하이패스~통도사,기점,669
경부선,00103-1,통도사하이패스~통도사,기점,553
경부선,00103-1,통도사하이패스~통도사,기점,394
경부선,00103-1,통도사하이패스~통도사,기점,247
경부선,00103-1,통도사하이패스~통도사,기점,174
경부선,00103-1,통도사하이패스~통도사,기점,156
경부선,00103-1,통도사하이패스~통도사,기점,182
경부선,00103-1,통도사하이패스~통도사,기점,283
경부선,00103-1,통도사하이패스~통도사,기점,617
경부선,00103-1,통도사하이패스~통도사,기점,1110
경부선,00103-1,통도사하이패스~통도사,기점,33475
경부선,00103-1,통도사하이패스~통도사,종점,1956
경부선,00103-1,통도사하이패스~통도사,종점,1983
경부선,00103-1,통도사하이패스~통도사,종점,1920
경부선,00103-1,통도사하이패스~통도사,종점,2603
경부선,00103-1,통도사하이패스~통도사,종점,2482
경부선,00103-1,통도사하이패스~통도사,종점,1907
경부선,00103-1,통도사하이패스~통도사,종점,2164
경부선,00103-1,통도사하이패스~통도사,종점,2645
경부선,00103-1,통도사하이패스~통도사,종점,2832
경부선,00103-1,통도사하이패스~통도사,종점,2289
경부선,00103-1,통도사하이패스~통도사,종점,2183
경부선,00103-1,통도사하이패스~통도사,종점,2084
경부선,00103-1,통도사하이패스~통도사,종점,1704
경부선,00103-1,통도사하이패스~통도사,종점,1265
경부선,00103-1,통도사하이패스~통도사,종점,877
경부선,00103-1,통도사하이패스~통도사,종점,674
경부선,00103-1,통도사하이패스~통도사,종점,479
경부선,00103-1,통도사하이패스~통도사,종점,277
경부선,00103-1,통도사하이패스~통도사,종점,231
경부선,00103-1,통도사하이패스~통도사,종점,180
경부선,00103-1,통도사하이패스~통도사,종점,178
경부선,00103-1,통도사하이패스~통도사,종점,272
경부선,00103-1,통도사하이패스~통도사,종점,651
경부선,00103-1,통도사하이패스~통도사,종점,1041
경부선,00103-1,통도사하이패스~통도사,종점,34877
경부선,104,통도사~서울산,기점,1434
경부선,104,통도사~서울산,기점,1547
경부선,104,통도사~서울산,기점,1816
경부선,104,통도사~서울산,기점,1992
경부선,104,통도사~서울산,기점,2017
경부선,104,통도사~서울산,기점,1928
경부선,104,통도사~서울산,기점,2064
경부선,104,통도사~서울산,기점,2412
경부선,104,통도사~서울산,기점,2754
경부선,104,통도사~서울산,기점,2847
경부선,104,통도사~서울산,기점,2754
경부선,104,통도사~서울산,기점,1977
경부선,104,통도사~서울산,기점,1370
경부선,104,통도사~서울산,기점,933
경부선,104,통도사~서울산,기점,890
경부선,104,통도사~서울산,기점,714
경부선,104,통도사~서울산,기점,483
경부선,104,통도사~서울산,기점,273
경부선,104,통도사~서울산,기점,208
경부선,104,통도사~서울산,기점,168
경부선,104,통도사~서울산,기점,218
경부선,104,통도사~서울산,기점,278
경부선,104,통도사~서울산,기점,554
경부선,104,통도사~서울산,기점,1014
경부선,104,통도사~서울산,기점,32645
경부선,104,통도사~서울산,종점,1935
경부선,104,통도사~서울산,종점,2133
경부선,104,통도사~서울산,종점,2573
경부선,104,통도사~서울산,종점,2732
경부선,104,통도사~서울산,종점,2656
경부선,104,통도사~서울산,종점,2161
경부선,104,통도사~서울산,종점,2100
경부선,104,통도사~서울산,종점,2102
경부선,104,통도사~서울산,종점,2026
경부선,104,통도사~서울산,종점,1948
경부선,104,통도사~서울산,종점,1918
경부선,104,통도사~서울산,종점,1418
경부선,104,통도사~서울산,종점,1495
경부선,104,통도사~서울산,종점,1070
경부선,104,통도사~서울산,종점,681
경부선,104,통도사~서울산,종점,585
경부선,104,통도사~서울산,종점,377
경부선,104,통도사~서울산,종점,285
경부선,104,통도사~서울산,종점,184
경부선,104,통도사~서울산,종점,163
경부선,104,통도사~서울산,종점,161
경부선,104,통도사~서울산,종점,277
경부선,104,통도사~서울산,종점,641
경부선,104,통도사~서울산,종점,1039
경부선,104,통도사~서울산,종점,32660
경부선,105,서울산~언양JCT,기점,1329
경부선,105,서울산~언양JCT,기점,1513
경부선,105,서울산~언양JCT,기점,1600
경부선,105,서울산~언양JCT,기점,1847
경부선,105,서울산~언양JCT,기점,1907
경부선,105,서울산~언양JCT,기점,1804
경부선,105,서울산~언양JCT,기점,1833
경부선,105,서울산~언양JCT,기점,2146
경부선,105,서울산~언양JCT,기점,2394
경부선,105,서울산~언양JCT,기점,2373
경부선,105,서울산~언양JCT,기점,2311
경부선,105,서울산~언양JCT,기점,1677
경부선,105,서울산~언양JCT,기점,1191
경부선,105,서울산~언양JCT,기점,830
경부선,105,서울산~언양JCT,기점,775
경부선,105,서울산~언양JCT,기점,648
경부선,105,서울산~언양JCT,기점,435
경부선,105,서울산~언양JCT,기점,261
경부선,105,서울산~언양JCT,기점,195
경부선,105,서울산~언양JCT,기점,158
경부선,105,서울산~언양JCT,기점,200
경부선,105,서울산~언양JCT,기점,246
경부선,105,서울산~언양JCT,기점,526
경부선,105,서울산~언양JCT,기점,912
경부선,105,서울산~언양JCT,기점,29111
경부선,105,서울산~언양JCT,종점,1710
경부선,105,서울산~언양JCT,종점,1758
경부선,105,서울산~언양JCT,종점,2158
경부선,105,서울산~언양JCT,종점,2379
경부선,105,서울산~언양JCT,종점,2274
경부선,105,서울산~언양JCT,종점,1925
경부선,105,서울산~언양JCT,종점,1956
경부선,105,서울산~언양JCT,종점,1978
경부선,105,서울산~언양JCT,종점,1905
경부선,105,서울산~언양JCT,종점,1916
경부선,105,서울산~언양JCT,종점,1758
경부선,105,서울산~언양JCT,종점,1377
경부선,105,서울산~언양JCT,종점,1330
경부선,105,서울산~언양JCT,종점,964
경부선,105,서울산~언양JCT,종점,666
경부선,105,서울산~언양JCT,종점,550
경부선,105,서울산~언양JCT,종점,352
경부선,105,서울산~언양JCT,종점,264
경부선,105,서울산~언양JCT,종점,159
경부선,105,서울산~언양JCT,종점,146
경부선,105,서울산~언양JCT,종점,165
경부선,105,서울산~언양JCT,종점,273
경부선,105,서울산~언양JCT,종점,514
경부선,105,서울산~언양JCT,종점,997
경부선,105,서울산~언양JCT,종점,29474
경부선,106,언양JCT~활천,기점,916
경부선,106,언양JCT~활천,기점,1003
경부선,106,언양JCT~활천,기점,1176
경부선,106,언양JCT~활천,기점,1428
경부선,106,언양JCT~활천,기점,1524
경부선,106,언양JCT~활천,기점,1584
경부선,106,언양JCT~활천,기점,1598
경부선,106,언양JCT~활천,기점,1796
경부선,106,언양JCT~활천,기점,1951
경부선,106,언양JCT~활천,기점,2005
경부선,106,언양JCT~활천,기점,1948
경부선,106,언양JCT~활천,기점,1628
경부선,106,언양JCT~활천,기점,1325
경부선,106,언양JCT~활천,기점,1072
경부선,106,언양JCT~활천,기점,841
경부선,106,언양JCT~활천,기점,617
경부선,106,언양JCT~활천,기점,419
경부선,106,언양JCT~활천,기점,283
경부선,106,언양JCT~활천,기점,211
경부선,106,언양JCT~활천,기점,176
경부선,106,언양JCT~활천,기점,185
경부선,106,언양JCT~활천,기점,265
경부선,106,언양JCT~활천,기점,447
경부선,106,언양JCT~활천,기점,683
경부선,106,언양JCT~활천,기점,25081
경부선,106,언양JCT~활천,종점,902
경부선,106,언양JCT~활천,종점,1024
경부선,106,언양JCT~활천,종점,1352
경부선,106,언양JCT~활천,종점,1736
경부선,106,언양JCT~활천,종점,1914
경부선,106,언양JCT~활천,종점,1804
경부선,106,언양JCT~활천,종점,1704
경부선,106,언양JCT~활천,종점,1761
경부선,106,언양JCT~활천,종점,1747
경부선,106,언양JCT~활천,종점,1671
경부선,106,언양JCT~활천,종점,1572
경부선,106,언양JCT~활천,종점,1352
경부선,106,언양JCT~활천,종점,1105
경부선,106,언양JCT~활천,종점,919
경부선,106,언양JCT~활천,종점,751
경부선,106,언양JCT~활천,종점,538
경부선,106,언양JCT~활천,종점,367
경부선,106,언양JCT~활천,종점,256
경부선,106,언양JCT~활천,종점,189
경부선,106,언양JCT~활천,종점,165
경부선,106,언양JCT~활천,종점,178
경부선,106,언양JCT~활천,종점,250
경부선,106,언양JCT~활천,종점,421
경부선,106,언양JCT~활천,종점,664
경부선,106,언양JCT~활천,종점,24342
경부선,00106-1,활천~경주,기점,920
경부선,00106-1,활천~경주,기점,854
경부선,00106-1,활천~경주,기점,1076
경부선,00106-1,활천~경주,기점,1329
경부선,00106-1,활천~경주,기점,1441
경부선,00106-1,활천~경주,기점,1482
경부선,00106-1,활천~경주,기점,1521
경부선,00106-1,활천~경주,기점,1757
경부선,00106-1,활천~경주,기점,1784
경부선,00106-1,활천~경주,기점,1780
경부선,00106-1,활천~경주,기점,1650
경부선,00106-1,활천~경주,기점,1405
경부선,00106-1,활천~경주,기점,1237
경부선,00106-1,활천~경주,기점,712
경부선,00106-1,활천~경주,기점,770
경부선,00106-1,활천~경주,기점,610
경부선,00106-1,활천~경주,기점,367
경부선,00106-1,활천~경주,기점,222
경부선,00106-1,활천~경주,기점,203
경부선,00106-1,활천~경주,기점,157
경부선,00106-1,활천~경주,기점,201
경부선,00106-1,활천~경주,기점,318
경부선,00106-1,활천~경주,기점,476
경부선,00106-1,활천~경주,기점,587
경부선,00106-1,활천~경주,기점,22859
경부선,00106-1,활천~경주,종점,1037
경부선,00106-1,활천~경주,종점,1158
경부선,00106-1,활천~경주,종점,1568
경부선,00106-1,활천~경주,종점,1921
경부선,00106-1,활천~경주,종점,1755
경부선,00106-1,활천~경주,종점,1558
경부선,00106-1,활천~경주,종점,1395
경부선,00106-1,활천~경주,종점,1544
경부선,00106-1,활천~경주,종점,1554
경부선,00106-1,활천~경주,종점,1566
경부선,00106-1,활천~경주,종점,1342
경부선,00106-1,활천~경주,종점,1018
경부선,00106-1,활천~경주,종점,937
경부선,00106-1,활천~경주,종점,877
경부선,00106-1,활천~경주,종점,619
경부선,00106-1,활천~경주,종점,471
경부선,00106-1,활천~경주,종점,383
경부선,00106-1,활천~경주,종점,226
경부선,00106-1,활천~경주,종점,159
경부선,00106-1,활천~경주,종점,142
경부선,00106-1,활천~경주,종점,184
경부선,00106-1,활천~경주,종점,277
경부선,00106-1,활천~경주,종점,394
경부선,00106-1,활천~경주,종점,658
경부선,00106-1,활천~경주,종점,22743
경부선,107,경주~건천,기점,852
경부선,107,경주~건천,기점,988
경부선,107,경주~건천,기점,1178
경부선,107,경주~건천,기점,1506
경부선,107,경주~건천,기점,1732
경부선,107,경주~건천,기점,1746
경부선,107,경주~건천,기점,1707
경부선,107,경주~건천,기점,1828
경부선,107,경주~건천,기점,1880
경부선,107,경주~건천,기점,1865
경부선,107,경주~건천,기점,1779
경부선,107,경주~건천,기점,1545
경부선,107,경주~건천,기점,1249
경부선,107,경주~건천,기점,1035
경부선,107,경주~건천,기점,841
경부선,107,경주~건천,기점,634
경부선,107,경주~건천,기점,452
경부선,107,경주~건천,기점,317
경부선,107,경주~건천,기점,235
경부선,107,경주~건천,기점,191
경부선,107,경주~건천,기점,207
경부선,107,경주~건천,기점,271
경부선,107,경주~건천,기점,439
경부선,107,경주~건천,기점,645
경부선,107,경주~건천,기점,25122
경부선,107,경주~건천,종점,882
경부선,107,경주~건천,종점,1024
경부선,107,경주~건천,종점,1356
경부선,107,경주~건천,종점,1632
경부선,107,경주~건천,종점,1769
경부선,107,경주~건천,종점,1729
경부선,107,경주~건천,종점,1720
경부선,107,경주~건천,종점,1875
경부선,107,경주~건천,종점,1941
경부선,107,경주~건천,종점,1937
경부선,107,경주~건천,종점,1844
경부선,107,경주~건천,종점,1559
경부선,107,경주~건천,종점,1249
경부선,107,경주~건천,종점,1003
경부선,107,경주~건천,종점,810
경부선,107,경주~건천,종점,589
경부선,107,경주~건천,종점,398
경부선,107,경주~건천,종점,287
경부선,107,경주~건천,종점,210
경부선,107,경주~건천,종점,177
경부선,107,경주~건천,종점,200
경부선,107,경주~건천,종점,264
경부선,107,경주~건천,종점,413
경부선,107,경주~건천,종점,646
경부선,107,경주~건천,종점,25514
경부선,108,건천~영천JCT,기점,1203
경부선,108,건천~영천JCT,기점,1125
경부선,108,건천~영천JCT,기점,1444
경부선,108,건천~영천JCT,기점,1594
경부선,108,건천~영천JCT,기점,1908
경부선,108,건천~영천JCT,기점,1871
경부선,108,건천~영천JCT,기점,1752
경부선,108,건천~영천JCT,기점,1803
경부선,108,건천~영천JCT,기점,1713
경부선,108,건천~영천JCT,기점,1612
경부선,108,건천~영천JCT,기점,1486
경부선,108,건천~영천JCT,기점,1344
경부선,108,건천~영천JCT,기점,1155
경부선,108,건천~영천JCT,기점,879
경부선,108,건천~영천JCT,기점,774
경부선,108,건천~영천JCT,기점,652
경부선,108,건천~영천JCT,기점,507
경부선,108,건천~영천JCT,기점,312
경부선,108,건천~영천JCT,기점,227
경부선,108,건천~영천JCT,기점,171
경부선,108,건천~영천JCT,기점,241
경부선,108,건천~영천JCT,기점,335
경부선,108,건천~영천JCT,기점,502
경부선,108,건천~영천JCT,기점,754
경부선,108,건천~영천JCT,기점,25364
경부선,108,건천~영천JCT,종점,931
경부선,108,건천~영천JCT,종점,1085
경부선,108,건천~영천JCT,종점,1465
경부선,108,건천~영천JCT,종점,1743
경부선,108,건천~영천JCT,종점,1805
경부선,108,건천~영천JCT,종점,1663
경부선,108,건천~영천JCT,종점,1580
경부선,108,건천~영천JCT,종점,1690
경부선,108,건천~영천JCT,종점,1899
경부선,108,건천~영천JCT,종점,2028
경부선,108,건천~영천JCT,종점,1949
경부선,108,건천~영천JCT,종점,1526
경부선,108,건천~영천JCT,종점,1187
경부선,108,건천~영천JCT,종점,915
경부선,108,건천~영천JCT,종점,822
경부선,108,건천~영천JCT,종점,597
경부선,108,건천~영천JCT,종점,359
경부선,108,건천~영천JCT,종점,229
경부선,108,건천~영천JCT,종점,204
경부선,108,건천~영천JCT,종점,167
경부선,108,건천~영천JCT,종점,223
경부선,108,건천~영천JCT,종점,316
경부선,108,건천~영천JCT,종점,445
경부선,108,건천~영천JCT,종점,557
경부선,108,건천~영천JCT,종점,25385
경부선,00108-1,영천JCT~영천,기점,756
경부선,00108-1,영천JCT~영천,기점,874
경부선,00108-1,영천JCT~영천,기점,1096
경부선,00108-1,영천JCT~영천,기점,1187
경부선,00108-1,영천JCT~영천,기점,1341
경부선,00108-1,영천JCT~영천,기점,1139
경부선,00108-1,영천JCT~영천,기점,1027
경부선,00108-1,영천JCT~영천,기점,997
경부선,00108-1,영천JCT~영천,기점,874
경부선,00108-1,영천JCT~영천,기점,876
경부선,00108-1,영천JCT~영천,기점,1082
경부선,00108-1,영천JCT~영천,기점,637
경부선,00108-1,영천JCT~영천,기점,547
경부선,00108-1,영천JCT~영천,기점,341
경부선,00108-1,영천JCT~영천,기점,373
경부선,00108-1,영천JCT~영천,기점,295
경부선,00108-1,영천JCT~영천,기점,178
경부선,00108-1,영천JCT~영천,기점,99
경부선,00108-1,영천JCT~영천,기점,101
경부선,00108-1,영천JCT~영천,기점,79
경부선,00108-1,영천JCT~영천,기점,109
경부선,00108-1,영천JCT~영천,기점,170
경부선,00108-1,영천JCT~영천,기점,285
경부선,00108-1,영천JCT~영천,기점,439
경부선,00108-1,영천JCT~영천,기점,14902
경부선,00108-1,영천JCT~영천,종점,778
경부선,00108-1,영천JCT~영천,종점,652
경부선,00108-1,영천JCT~영천,종점,865
경부선,00108-1,영천JCT~영천,종점,1048
경부선,00108-1,영천JCT~영천,종점,1020
경부선,00108-1,영천JCT~영천,종점,1054
경부선,00108-1,영천JCT~영천,종점,995
경부선,00108-1,영천JCT~영천,종점,1105
경부선,00108-1,영천JCT~영천,종점,1261
경부선,00108-1,영천JCT~영천,종점,1383
경부선,00108-1,영천JCT~영천,종점,1116
경부선,00108-1,영천JCT~영천,종점,1058
경부선,00108-1,영천JCT~영천,종점,772
경부선,00108-1,영천JCT~영천,종점,535
경부선,00108-1,영천JCT~영천,종점,412
경부선,00108-1,영천JCT~영천,종점,338
경부선,00108-1,영천JCT~영천,종점,170
경부선,00108-1,영천JCT~영천,종점,89
경부선,00108-1,영천JCT~영천,종점,92
경부선,00108-1,영천JCT~영천,종점,66
경부선,00108-1,영천JCT~영천,종점,107
