,노선번호,구간,이정,연장,2017,2018,2019,2020,계,1~2종,3~12종,17~20년도_합계,startpoint,endpoint,startpoint_coor,endpoint_coor,rest_count,accident_count
26,,김천IC~추풍령IC,199.8~211.9,12.1,40826.0,40321.0,37699.0,39096.0,"39,314",25371,4196,157942.0,김천IC,추풍령IC,"(36.1338305543988, 128.094662278176)","(36.1982677385404, 128.001982932814)",0,7
27,,추풍령IC~황간IC,211.9~222,10.1,36393.0,38876.0,35111.0,33922.0,"38,435",24966,4035,144302.0,추풍령IC,황간IC,"(36.1982677385404, 128.001982932814)","(36.2220511353395, 127.906145495141)",2,0
28,,황간IC~영동IC,222~231.9,9.9,37606.0,36605.0,34393.0,34752.0,"40,340",26349,4154,143356.0,황간IC,영동IC,"(36.2220511353395, 127.906145495141)","(36.2688047546724, 127.834127980519)",2,4
29,,영동IC~금강IC,231.9~247.5,15.6,38770.0,37254.0,36495.0,38107.0,"42,567",28052,4285,150626.0,영동IC,금강IC,"(36.2688047546724, 127.834127980519)","(36.2798939988474, 127.674479905779)",1,1
30,,금강IC~옥천IC,247.5~258.9,11.4,40140.0,39257.0,36952.0,39663.0,"43,380",28625,4060,156012.0,금강IC,옥천IC,"(36.2798939988474, 127.674479905779)","(36.3169854981843, 127.557818885571)",3,1
31,,옥천IC~비룡JCT,258.9~267.6,8.7,53316.0,46028.0,51902.0,50585.0,"53,465",35904,5220,201831.0,옥천IC,비룡JCT,"(36.3169854981843, 127.557818885571)","(36.345145564374, 127.482386622563)",0,0
32,,비룡JCT~대전IC,267.6~271.2,3.6,87611.0,80872.0,77850.0,74567.0,"71,620",48461,4292,320900.0,비룡JCT,대전IC,"(36.345145564374, 127.482386622563)","(36.3632908134294, 127.451202501806)",2,3
33,,대전IC~회덕JCT,271.2~277.1,5.9,95022.0,94485.0,88861.0,87917.0,"83,063",55802,6590,366285.0,대전IC,회덕JCT,"(36.3632908134294, 127.451202501806)","(36.4046768881614, 127.419317369344)",0,9
34,,회덕JCT~신탄진IC,277.1~281.2,4.1,105589.0,106684.0,106330.0,102900.0,"105,601",70485,10416,421503.0,회덕JCT,신탄진IC,"(36.4046768881614, 127.419317369344)","(36.4395643340658, 127.419879731732)",1,2
35,,신탄진IC~남청주IC,281.2~292.3,11.1,124156.0,123389.0,115974.0,110006.0,"114,054",76089,11701,473525.0,신탄진IC,남청주IC,"(36.4395643340658, 127.419879731732)","(36.5336468984498, 127.430393006131)",2,10
36,,남청주IC~청주JCT,292.3~295.8,3.5,127856.0,115970.0,113845.0,107512.0,"112,071",74810,11898,465183.0,남청주IC,청주JCT,"(36.5336468984498, 127.430393006131)","(36.5647643164234, 127.430632594426)",0,0
37,,청주JCT~남이JCT,295.8~299.7,3.9,150848.0,143492.0,123234.0,125450.0,"129,968",84736,14270,543024.0,청주JCT,남이JCT,"(36.5647643164234, 127.430632594426)","(36.5647643164234, 127.430632594426)",0,0
38,,남이JCT~청주IC,299.7~304.3,4.6,80226.0,78549.0,78210.0,80840.0,"86,003",55315,9205,317825.0,남이JCT,청주IC,"(36.5647643164234, 127.430632594426)","(36.5981299992502, 127.419990783512)",0,12
39,,청주IC~옥산하이패스IC,304.3~307.9,3.6,87298.0,87197.0,96005.0,98338.0,"98,066",62214,10252,368838.0,청주IC,옥산하이패스IC,"(36.5981299992502, 127.419990783512)","(36.6537860231578, 127.372783644815)",0,3
40,,옥산하이패스IC~옥산JCT,307.9~315.4,7.5,89844.0,90453.0,91504.0,88614.0,"95,863",60139,9570,360415.0,옥산하이패스IC,옥산JCT,"(36.6537860231578, 127.372783644815)","(36.7134951438365, 127.348806429027)",2,4
41,,옥산JCT~목천IC,315.4~329.1,13.7,55308.87963,84964.0,99086.0,91849.0,"94,712",60750,9596,331207.8796,옥산JCT,목천IC,"(36.7134951438365, 127.348806429027)","(36.7596846474015, 127.217867237155)",1,3
42,,목천IC~천안JCT,329.1~332.6,3.5,82727.0,84345.0,89929.0,85361.0,"96,336",62200,9560,342362.0,목천IC,천안JCT,"(36.7596846474015, 127.217867237155)","(36.769799552082, 127.180834688802)",0,0
43,,천안JCT~천안IC,332.6~339.3,6.7,150957.0,151843.0,151992.0,148557.0,"153,028",103064,15711,603349.0,천안JCT,천안IC,"(36.769799552082, 127.180834688802)","(36.8260720992574, 127.16862816782)",1,8
44,,천안IC~북천안IC,339.3~347.5,8.2,178408.0,171997.0,176166.0,180070.0,"181,400",127416,19210,706641.0,천안IC,북천안IC,"(36.8260720992574, 127.16862816782)","(36.896756121154, 127.189144358878)",1,18
45,,북천안IC~안성IC,347.5~359.3,11.8,164976.0,168208.0,164293.0,157440.0,"168,425",118286,18000,654917.0,북천안IC,안성IC,"(36.896756121154, 127.189144358878)","(36.9950148672319, 127.15397419735)",1,0
46,,안성IC~안성JCT,359.3~364.1,4.8,187323.0,161796.0,183838.0,188440.0,"189,783",133278,20286,721397.0,안성IC,안성JCT,"(36.9950148672319, 127.15397419735)","(37.0359784052323, 127.138986582312)",1,10
47,,안성JCT~오산IC,364.1~377.4,13.3,182964.0,164381.0,174800.0,166623.0,"176,403",131914,16508,688768.0,안성JCT,오산IC,"(37.0359784052323, 127.138986582312)","(37.1434517141878, 127.084192343459)",1,40
48,,오산IC~동탄JCT,377.4~381.3,3.9,178362.0,190876.0,167672.0,169972.0,"184,513",138393,19632,706882.0,오산IC,동탄JCT,"(37.1434517141878, 127.084192343459)","(37.1775784604366, 127.095932338504)",0,25
49,,동탄JCT~기흥IC,381.3~386.4,5.1,162419.0,161236.0,170884.0,159599.0,"180,870",136330,13571,654138.0,동탄JCT,기흥IC,"(37.1775784604366, 127.095932338504)","(37.2222339686784, 127.10100058451)",0,5
50,,기흥IC~수원신갈IC,386.4~391.5,5.1,213591.0,220848.0,210017.0,211996.0,"192,040",146569,12851,856452.0,기흥IC,수원신갈IC,"(37.2222339686784, 127.10100058451)","(37.2670098653387, 127.103802197568)",1,46
51,,수원신갈IC~신갈JCT,391.5~394.2,2.7,222342.0,200189.0,202530.0,197800.0,"214,222",163472,14295,822861.0,수원신갈IC,신갈JCT,"(37.2670098653387, 127.103802197568)","(37.2900153417712, 127.103648843423)",0,21
52,,신갈JCT~판교JCT,394.2~407.3,13.1,222127.0,204008.0,205277.0,201226.0,"211,117",163518,26594,832638.0,신갈JCT,판교JCT,"(37.2900153417712, 127.103648843423)","(37.4058447047289, 127.094713623865)",1,48
53,,판교JCT~금토JCT,407.3~408.6,1.3,55308.87963,166060.0,159446.0,151910.0,"148,788",124543,8619,532724.8796,판교JCT,금토JCT,"(37.4058447047289, 127.094713623865)","(37.4154245656139, 127.084934113492)",0,0
54,,금토JCT~양재IC,408.6~415.4,6.8,180449.0,183011.0,191996.0,181871.0,"192,159",170290,8299,737327.0,금토JCT,양재IC,"(37.4154245656139, 127.084934113492)","(37.463533689681, 127.040009752607)",1,16
55,남해선,서영암IC~서호학산IC,0~5.4,5.4,12020.0,12135.0,13010.0,12838.0,"13,485",10026,1262,50003.0,서영암IC,서호학산IC,"(34.7542482804581, 126.529570699671)","(34.7362980488061, 126.574293032035)",0,0
56,,서호학산IC~강진무위사IC,5.4~19.9,14.5,9735.0,10937.0,10506.0,10316.0,"11,634",8650,1090,41494.0,서호학산IC,강진무위사IC,"(34.7362980488061, 126.574293032035)","(34.697489718613, 126.715093359768)",0,0
57,,강진무위사IC~장흥IC,19.9~38.7,18.8,8568.0,9139.0,8864.0,8627.0,"9,764",7127,953,35198.0,강진무위사IC,장흥IC,"(34.697489718613, 126.715093359768)","(34.7082432518847, 126.906255822389)",0,0
58,,장흥IC~보성IC,38.7~61.8,23.1,9919.0,9424.0,10167.0,9534.0,"10,664",7681,1120,39044.0,장흥IC,보성IC,"(34.7082432518847, 126.906255822389)","(34.8139684947201, 127.107246009774)",1,1
59,,보성IC~벌교IC,61.8~80.5,18.7,15624.0,16192.0,17231.0,16527.0,"17,452",12380,1936,65574.0,보성IC,벌교IC,"(34.8139684947201, 127.107246009774)","(34.838592317568, 127.325594173063)",2,2
60,,벌교IC~고흥IC,80.5~84.7,4.2,13470.0,14376.0,14155.0,13386.0,"16,283",11478,1925,55387.0,벌교IC,고흥IC,"(34.838592317568, 127.325594173063)","(34.8238831956985, 127.342028801573)",0,0
61,,고흥IC~순천만IC,84.7~101.3,16.6,21551.0,22479.0,24415.0,22904.0,"23,011",15966,2994,91349.0,고흥IC,순천만IC,"(34.8238831956985, 127.342028801573)","(34.8970799430959, 127.479749517058)",0,2
62,,순천만IC~도롱IC,101.3~106,4.7,25983.0,25783.0,24208.0,23856.0,"25,594",17496,2845,99830.0,순천만IC,도롱IC,"(34.8970799430959, 127.479749517058)","(34.9037914635394, 127.526403218184)",0,0
63,,서순천IC~순천IC,106~109.8,3.8,28354.0,28572.0,29473.0,28635.0,"30,649",21028,3591,115034.0,서순천IC,순천IC,"(35.00316321039, 127.482966378222)","(34.9873043673664, 127.515007816256)",0,0
64,,순천IC~순천JCT,109.8~112,2.2,20239.0,21571.0,20417.0,19443.0,"20,604",13747,2479,81670.0,순천IC,순천JCT,"(34.9873043673664, 127.515007816256)","(34.9910833303128, 127.539000973123)",0,0
65,,순천JCT~광양IC,112~118.6,6.6,23720.0,24778.0,23372.0,22216.0,"24,942",16178,2622,94086.0,순천JCT,광양IC,"(34.9910833303128, 127.539000973123)","(34.973404938479, 127.603524285501)",0,0
66,,광양IC~동광양IC,118.6~123.7,5.1,33357.0,34477.0,34299.0,32594.0,"30,262",19088,3280,134727.0,광양IC,동광양IC,"(34.973404938479, 127.603524285501)","(34.9592913084045, 127.654678101966)",0,0
67,,동광양IC~옥곡IC,123.7~130.2,6.5,27241.0,29209.0,27761.0,26910.0,"27,969",17163,3114,111121.0,동광양IC,옥곡IC,"(34.9592913084045, 127.654678101966)","(34.9859955281198, 127.709493849464)",0,0
68,,옥곡IC~진월IC,130.2~134.6,4.4,28041.0,31290.0,31248.0,28979.0,"31,961",18928,3502,119558.0,옥곡IC,진월IC,"(34.9859955281198, 127.709493849464)","(34.980203189844, 127.748264329437)",0,0
69,,진월IC~하동IC,134.6~141.6,7.0,29199.0,32841.0,30542.0,28563.0,"34,571",19704,4907,121145.0,진월IC,하동IC,"(34.980203189844, 127.748264329437)","(35.0024928668401, 127.814228082654)",2,0
70,,하동IC~진교IC,141.6~151.9,10.3,33921.0,36819.0,37742.0,38772.0,"40,424",23112,5835,147254.0,하동IC,진교IC,"(35.0024928668401, 127.814228082654)","(35.0411988407738, 127.905022539369)",0,1
71,,진교IC~곤양IC,151.9~158.3,6.4,39732.0,44663.0,47512.0,46129.0,"44,520",25542,6528,178036.0,진교IC,곤양IC,"(35.0411988407738, 127.905022539369)","(35.0570581252732, 127.967239227241)",0,0
72,,곤양IC~축동IC,158.3~166.4,8.1,41957.0,40997.0,41332.0,39553.0,"47,214",28030,7071,163839.0,곤양IC,축동IC,"(35.0570581252732, 127.967239227241)","(35.086416206663, 128.043338289723)",2,2
73,,축동IC~사천IC,166.4~172.3,5.9,44005.0,48304.0,51105.0,47127.0,"48,556",29758,6001,190541.0,축동IC,사천IC,"(35.086416206663, 128.043338289723)","(35.1180883294184, 128.09085797386)",0,1
74,,사천IC~진주JCT,172.3~174.8,2.5,56512.0,63546.0,63651.0,59369.0,"64,005",41003,8266,243078.0,사천IC,진주JCT,"(35.1180883294184, 128.09085797386)","(35.1381221095471, 128.098099057565)",0,0
75,,진주JCT~진주IC,174.8~178.1,3.3,59939.0,64636.0,67779.0,69036.0,"71,226",44771,9376,261390.0,진주JCT,진주IC,"(35.1381221095471, 128.098099057565)","(35.1618499967227, 128.124609307566)",1,2
76,,진주IC~문산IC,178.1~182.1,4.0,62447.0,61214.0,55365.0,52605.0,"62,069",38214,8347,231631.0,진주IC,문산IC,"(35.1618499967227, 128.124609307566)","(35.1722985142554, 128.160089187438)",1,0
77,,문산IC~진성IC,182.1~188.9,6.8,67627.0,70856.0,64423.0,63207.0,"68,151",42134,8653,266113.0,문산IC,진성IC,"(35.1722985142554, 128.160089187438)","(35.1919426200071, 128.225646428335)",0,0
78,,진성IC~지수IC,188.9~194.9,6.0,65321.0,77779.0,68639.0,63280.0,"66,965",41848,7358,275019.0,진성IC,지수IC,"(35.1919426200071, 128.225646428335)","(35.2261123650201, 128.272085330731)",0,0
79,,지수IC~군북IC,194.9~204.2,9.3,67740.0,72257.0,67882.0,62996.0,"68,237",41764,8004,270875.0,지수IC,군북IC,"(35.2261123650201, 128.272085330731)","(35.2815483663297, 128.32475096861)",0,5
80,,군북IC~장지IC,204.2~207,2.8,74291.0,73383.0,72866.0,67684.0,"75,348",45459,8671,288224.0,군북IC,장지IC,"(35.2815483663297, 128.32475096861)","(35.2921570271587, 128.350263815078)",2,0
81,,장지IC~함안IC,207~210.7,3.7,85650.0,87775.0,86744.0,80039.0,"78,122",46328,8687,340208.0,장지IC,함안IC,"(35.2921570271587, 128.350263815078)","(35.289051743875, 128.390157407998)",0,0
82,,함안IC~산인JCT,210.7~219.4,8.7,88674.0,71007.0,81701.0,84148.0,"84,426",50065,9391,325530.0,함안IC,산인JCT,"(35.289051743875, 128.390157407998)","(35.2723638807409, 128.48070870033)",0,5
83,,산인JCT~칠원JCT,219.4~222.4,3.0,48055.0,52605.0,50690.0,52568.0,"53,440",29222,6312,203918.0,산인JCT,칠원JCT,"(35.2723638807409, 128.48070870033)","(35.2833869741149, 128.510515014013)",0,0
84,,칠원JCT~북창원IC,222.4~231.3,8.9,67917.0,73870.0,70948.0,67766.0,"67,787",43472,7878,280501.0,칠원JCT,북창원IC,"(35.2833869741149, 128.510515014013)","(35.2866027180243, 128.605096617822)",0,8
85,,북창원IC~창원JCT,231.3~234.8,3.5,70085.0,65948.0,75067.0,68839.0,"70,321",42750,10086,279939.0,북창원IC,창원JCT,"(35.2866027180243, 128.605096617822)","(35.2751826800915, 128.641339663334)",0,0
86,,창원JCT~동창원IC,234.8~239.9,5.1,111904.0,109526.0,112613.0,112102.0,"117,133",68276,17500,446145.0,창원JCT,동창원IC,"(35.2751826800915, 128.641339663334)","(35.2778526840223, 128.694748004883)",0,0
87,,동창원IC~진영JCT,239.9~242.2,2.3,109216.0,99475.0,97257.0,89718.0,"104,550",64679,18711,395666.0,동창원IC,진영JCT,"(35.2778526840223, 128.694748004883)","(35.2789407585007, 128.719814954569)",1,0
88,,진영JCT~진례IC,242.2~246.2,4.0,55308.87963,98319.0,91881.0,86458.0,"93,039",62509,13601,331966.8796,진영JCT,진례IC,"(35.2789407585007, 128.719814954569)","(35.2610677049675, 128.75547221338)",1,0
89,,진례IC~진례JCT,246.2~249.4,3.2,119406.0,96143.0,96748.0,91331.0,"98,276",64793,15053,403628.0,진례IC,진례JCT,"(35.2610677049675, 128.75547221338)","(35.2295714088492, 128.773834008256)",0,6
90,,진례JCT~냉정JCT,249.4~253.2,3.8,107110.0,91696.0,81389.0,83684.0,"86,277",58878,12005,363879.0,진례JCT,냉정JCT,"(35.2295714088492, 128.773834008256)","(35.2208847764815, 128.795038093969)",0,0
91,,냉정JCT~서김해IC,253.2~258,4.8,77426.0,65344.0,57067.0,59463.0,"61,018",44806,7732,259300.0,냉정JCT,서김해IC,"(35.2208847764815, 128.795038093969)","(35.2207544216975, 128.845644816062)",0,0
92,,서김해IC~동김해IC,258~262.6,4.6,92335.0,73170.0,74588.0,69421.0,"77,318",58385,10882,309514.0,서김해IC,동김해IC,"(35.2207544216975, 128.845644816062)","(35.2253958176762, 128.894727738063)",0,6
93,,동김해IC~김해JCT,262.6~265.3,2.7,115264.0,94269.0,94012.0,93412.0,"97,176",75994,12788,396957.0,동김해IC,김해JCT,"(35.2253958176762, 128.894727738063)","(35.2817692863646, 128.985103583385)",0,27
94,,김해JCT~대저JCT,265.3~270.1,4.8,70543.0,71301.0,64452.0,60152.0,"66,120",53459,7885,266448.0,김해JCT,대저JCT,"(35.2817692863646, 128.985103583385)","(35.2192538682528, 128.974298079682)",0,26
95,광주대구선,무안공항IC~북무안IC,0~4.7,4.7,1355.0,1577.0,2808.0,2378.0,"1,579",1300,188,8118.0,무안공항IC,북무안IC,"(35.0025443377207, 126.390696950437)","(35.0137018389433, 126.432812144279)",0,0
96,,북무안IC~함평JCT,4.7~9.7,5.0,6238.0,6354.0,8060.0,7504.0,"8,029",5964,997,28156.0,북무안IC,함평JCT,"(35.0137018389433, 126.432812144279)","(35.0294370023028, 126.48560907374)",0,0
97,,함평JCT~동함평IC,9.7~15.7,6.0,26137.0,23967.0,28255.0,25312.0,"29,672",21737,4164,103671.0,함평JCT,동함평IC,"(35.0294370023028, 126.48560907374)","(35.0509852213952, 126.545711220654)",2,0
98,,동함평IC~문평IC,15.7~20.8,5.1,31310.0,33437.0,35663.0,34035.0,"37,638",27739,4996,134445.0,동함평IC,문평IC,"(35.0509852213952, 126.545711220654)","(35.0671780868832, 126.596929219748)",0,0
99,,문평IC~나주IC,20.8~30.4,9.6,35602.0,34690.0,36091.0,33519.0,"37,871",28347,4855,139902.0,문평IC,나주IC,"(35.0671780868832, 126.596929219748)","(35.1014511106478, 126.695655085585)",0,0
100,,나주IC~서광산IC,30.4~34.8,4.4,33754.0,36421.0,36709.0,35375.0,"39,534",30044,5033,142259.0,나주IC,서광산IC,"(35.1014511106478, 126.695655085585)","(35.1185703433819, 126.732578300197)",0,0
101,,서광산IC~운수IC,34.8~41.4,6.6,37814.0,39449.0,39925.0,40872.0,"44,312",34163,5317,158060.0,서광산IC,운수IC,"(35.1185703433819, 126.732578300197)","(35.15959164327252, 126.78231962148487)",0,1
102,,고서JCT~담양JCT,41.4~44.8,3.4,15441.0,12808.0,18686.0,18410.0,"20,120",14941,2836,65345.0,고서JCT,담양JCT,"(35.22416455393518, 126.96056614042936)","(35.2519341239336, 126.969756334993)",0,0
103,,담양JCT~담양IC,44.8~48.2,3.4,21044.0,22216.0,22946.0,22101.0,"24,008",18806,1925,88307.0,담양JCT,담양IC,"(35.2519341239336, 126.969756334993)","(35.2805628601953, 126.979590105079)",0,0
104,,담양IC~순창IC,48.2~66.4,18.2,15829.0,17454.0,18096.0,16883.0,"20,322",14492,2498,68262.0,담양IC,순창IC,"(35.2805628601953, 126.979590105079)","(35.3640456803351, 127.132554239488)",0,0
105,,순창IC~남원JCT,66.4~84,17.6,14706.0,15446.0,15903.0,15659.0,"18,268",11762,3028,61714.0,순창IC,남원JCT,"(35.3640456803351, 127.132554239488)","(35.4053325089503, 127.307371983789)",2,0
106,,남원JCT~남원IC,84~93,9.0,12061.0,11171.0,14091.0,13410.0,"13,118",8142,1989,50733.0,남원JCT,남원IC,"(35.4053325089503, 127.307371983789)","(35.4300877206261, 127.396003976957)",0,2
107,,남원IC~동남원IC,93~102.5,9.5,12188.0,11139.0,12148.0,12425.0,"14,334",9030,2329,47900.0,남원IC,동남원IC,"(35.4300877206261, 127.396003976957)","(35.476258007708, 127.478172189105)",0,0
108,,동남원IC~지리산IC,102.5~114,11.5,11426.0,13044.0,13366.0,12249.0,"13,622",8581,1992,50085.0,동남원IC,지리산IC,"(35.476258007708, 127.478172189105)","(35.4841240759678, 127.589153893757)",2,0
109,,지리산IC~함양IC,114~131.8,17.8,9990.0,10028.0,11767.0,11309.0,"12,832",8104,1836,43094.0,지리산IC,함양IC,"(35.4841240759678, 127.589153893757)","(35.5327307351803, 127.749884621319)",0,0
110,,함양IC~함양JCT,131.8~133.7,1.9,13095.0,14340.0,16716.0,15271.0,"14,237",9041,2190,59422.0,함양IC,함양JCT,"(35.5327307351803, 127.749884621319)","(35.5346883178615, 127.769908797906)",0,0
111,,함양JCT~거창IC,133.7~157.9,24.2,12427.0,12939.0,12766.0,13700.0,"15,735",10101,2453,51832.0,함양JCT,거창IC,"(35.5346883178615, 127.769908797906)","(35.6792736750209, 127.935266340366)",0,1
112,,거창IC~가조IC,157.9~168.4,10.5,18601.0,20122.0,19813.0,18307.0,"20,860",13369,3198,76843.0,거창IC,가조IC,"(35.6792736750209, 127.935266340366)","(35.7026664561418, 128.02256213147)",0,0
113,,가조IC~해인사IC,168.4~183.2,14.8,18001.0,20693.0,19868.0,19220.0,"22,170",14351,3915,77782.0,가조IC,해인사IC,"(35.7026664561418, 128.02256213147)","(35.6964391960112, 128.183974777113)",2,1
114,,해인사IC~고령IC,183.2~189.6,6.4,20880.0,23441.0,24253.0,22370.0,"22,919",14893,3664,90944.0,해인사IC,고령IC,"(35.6964391960112, 128.183974777113)","(35.7016847280538, 128.251272455245)",0,0
115,,고령IC~동고령IC,189.6~201.6,12.0,29642.0,26115.0,23042.0,21220.0,"26,819",17504,3837,100019.0,고령IC,동고령IC,"(35.7016847280538, 128.251272455245)","(35.7529420272606, 128.358243960881)",0,0
116,,동고령IC~고령JCT,201.6~203,1.4,38042.0,33317.0,35837.0,34944.0,"35,699",23657,5103,142140.0,동고령IC,고령JCT,"(35.7529420272606, 128.358243960881)","(35.7577529840384, 128.372654592569)",0,5
117,,고령JCT~옥포JCT,203~212.9,9.9,34258.0,32537.0,34621.0,34266.0,"35,596",23955,5839,135682.0,고령JCT,옥포JCT,"(35.7577529840384, 128.372654592569)","(35.7927230631025, 128.463672761968)",2,0
118,함양울산선,밀양JCT~배내골IC,0~21.7,21.7,55308.87963,55308.87963,55308.87963,55308.87963,"7,811",4805,984,221235.5185,밀양JCT,배내골IC,"(35.5192054678945, 128.795764820585)","(35.5272952748266, 129.007451312796)",0,2
119,,배내골IC~서울주JCT,21.7~31,9.3,55308.87963,55308.87963,55308.87963,55308.87963,"7,630",4789,993,221235.5185,배내골IC,서울주JCT,"(35.5272952748266, 129.007451312796)","(35.5156774497857, 129.105752358742)",0,4
120,,서울주JCT~울주JCT,31~44.9,13.9,55308.87963,55308.87963,55308.87963,55308.87963,"13,357",8384,1733,221235.5185,서울주JCT,울주JCT,"(35.5156774497857, 129.105752358742)","(35.5023468546237, 129.258462624993)",1,0
121,서해안선,일로IC~무안IC,2.1~19.4,17.3,34851.0,35503.0,36964.0,34068.0,"36,344",24976,3354,141386.0,일로IC,무안IC,"(34.85794340972893, 126.48118068292143)","(35.0077339272508, 126.492046404614)",0,5
122,,무안IC~함평JCT,19.4~21.9,2.5,33769.0,38623.0,37061.0,35252.0,"38,201",27283,3202,144705.0,무안IC,함평JCT,"(35.0077339272508, 126.492046404614)","(35.0294370023028, 126.48560907374)",0,0
123,,함평JCT~함평IC,21.9~29.7,7.8,13999.0,13742.0,15921.0,15868.0,"16,525",11513,1543,59530.0,함평JCT,함평IC,"(35.0294370023028, 126.48560907374)","(35.0991780369042, 126.481587234798)",2,4
124,,함평IC~영광IC,29.7~54,24.3,15256.0,13869.0,12548.0,12560.0,"15,066",10228,1550,54233.0,함평IC,영광IC,"(35.0991780369042, 126.481587234798)","(35.2990371067816, 126.557645555101)",0,0
125,,영광IC~고창JCT,54~70.1,16.1,12488.0,14858.0,15444.0,16216.0,"16,895",11439,1764,59006.0,영광IC,고창JCT,"(35.2990371067816, 126.557645555101)","(35.4171838332552, 126.652998288251)",0,2
126,,고창JCT~고창IC,70.1~72.8,2.7,23252.0,25497.0,27275.0,25146.0,"28,047",18655,3141,101170.0,고창JCT,고창IC,"(35.4171838332552, 126.652998288251)","(35.4398484381079, 126.663888141887)",0,0
127,,고창IC~선운산IC,72.8~80.7,7.9,25608.0,26118.0,27778.0,26770.0,"30,217",20135,3335,106274.0,고창IC,선운산IC,"(35.4398484381079, 126.663888141887)","(35.5097088610475, 126.683235936943)",2,0
128,,선운산IC~줄포IC,80.7~90.6,9.9,27797.0,27228.0,28963.0,28965.0,"28,694",19287,3983,112953.0,선운산IC,줄포IC,"(35.5097088610475, 126.683235936943)","(35.5967433580094, 126.696510547307)",0,3
129,,줄포IC~부안IC,90.6~106.8,16.2,23076.0,23772.0,24255.0,25972.0,"29,964",19861,3672,97075.0,줄포IC,부안IC,"(35.5967433580094, 126.696510547307)","(35.7262811320654, 126.7688758265)",2,3
130,,부안IC~서김제IC,106.8~120.7,13.9,24911.0,27096.0,28021.0,28320.0,"30,196",19742,3209,108348.0,부안IC,서김제IC,"(35.7262811320654, 126.7688758265)","(35.8344469733929, 126.839485207915)",0,5
131,,서김제IC~동군산IC,120.7~133.3,12.6,27070.0,29253.0,32275.0,32466.0,"31,558",20755,3287,121064.0,서김제IC,동군산IC,"(35.8344469733929, 126.839485207915)","(35.9448227658508, 126.83403211921)",0,4
132,,동군산IC~군산IC,133.3~141.7,8.4,21808.0,21168.0,23091.0,22040.0,"25,866",16649,2902,88107.0,동군산IC,군산IC,"(35.9448227658508, 126.83403211921)","(36.0090477531565, 126.799368731838)",1,2
133,,군산IC~동서천JCT,141.7~147.9,6.2,35340.0,38141.0,36621.0,33837.0,"31,374",20064,3714,143939.0,군산IC,동서천JCT,"(36.0090477531565, 126.799368731838)","(36.0579687326305, 126.774347250207)",1,0
134,,동서천JCT~서천IC,147.9~156.9,9.0,24568.0,26372.0,28940.0,29674.0,"31,974",20363,3691,109554.0,동서천JCT,서천IC,"(36.0579687326305, 126.774347250207)","(36.0988068270477, 126.689803192551)",0,2
135,,서천IC~춘장대IC,156.9~168.8,11.9,26906.0,30963.0,30624.0,28171.0,"30,389",19642,3359,116664.0,서천IC,춘장대IC,"(36.0988068270477, 126.689803192551)","(36.1677222774144, 126.601478689772)",2,0
136,,춘장대IC~무창포IC,168.8~177.5,8.7,25665.0,27498.0,29488.0,28159.0,"31,072",20338,3209,110810.0,춘장대IC,무창포IC,"(36.1677222774144, 126.601478689772)","(36.2385091675722, 126.5612185508)",0,2
137,,무창포IC~대천IC,177.5~189.5,12.0,28862.0,26708.0,27402.0,27750.0,"29,706",19172,3138,110722.0,무창포IC,대천IC,"(36.2385091675722, 126.5612185508)","(36.3332494526298, 126.575398785335)",0,2
138,,대천IC~광천IC,189.5~209.2,19.7,28296.0,31800.0,31552.0,30717.0,"34,862",23267,3635,122365.0,대천IC,광천IC,"(36.3332494526298, 126.575398785335)","(36.4984527800679, 126.585191335161)",4,3
139,,광천IC~홍성IC,209.2~220,10.8,30221.0,31025.0,32930.0,34035.0,"38,463",26165,4057,128211.0,광천IC,홍성IC,"(36.4984527800679, 126.585191335161)","(36.5916899337448, 126.560367315801)",0,0
140,,홍성IC~해미IC,220~233.8,13.8,37688.0,30079.0,36252.0,37975.0,"43,121",29628,4351,141994.0,홍성IC,해미IC,"(36.5916899337448, 126.560367315801)","(36.7119548366604, 126.56243641829)",0,0
141,,해미IC~서산IC,233.8~244.5,10.7,36535.0,39994.0,36501.0,34988.0,"40,544",28140,3896,148018.0,해미IC,서산IC,"(36.7119548366604, 126.56243641829)","(36.8067049135252, 126.571346857001)",2,0
142,,서산IC~당진JCT,244.5~251.2,6.7,55698.0,56673.0,60533.0,58060.0,"61,258",43015,6213,230964.0,서산IC,당진JCT,"(36.8067049135252, 126.571346857001)","(36.8517687066234, 126.61944891711)",0,0
143,,당진JCT~당진IC,251.2~260.7,9.5,66223.0,65138.0,73273.0,74542.0,"78,516",55632,7497,279176.0,당진JCT,당진IC,"(36.8517687066234, 126.61944891711)","(36.8926228013506, 126.706576828196)",0,0
144,,당진IC~송악IC,260.7~268.8,8.1,67371.0,74043.0,75675.0,71250.0,"84,784",60345,7618,288339.0,당진IC,송악IC,"(36.8926228013506, 126.706576828196)","(36.9345935937394, 126.778825227341)",0,7
145,,송악IC~서평택IC,268.8~281.5,12.7,87251.0,101167.0,92486.0,89329.0,"97,720",71041,8676,370233.0,송악IC,서평택IC,"(36.9345935937394, 126.778825227341)","(36.9980522279012, 126.86915311353)",2,0
146,,서평택IC~서평택JCT,281.5~288,6.5,98839.0,107492.0,109020.0,104247.0,"109,049",80896,9575,419598.0,서평택IC,서평택JCT,"(36.9980522279012, 126.86915311353)","(37.0542596545645, 126.888564603894)",0,0
