,노선번호,구간,이정,연장,2017,2018,2019,2020,계,1~2종,3~12종,17~20년도_합계,startpoint,endpoint,startpoint_coor,endpoint_coor,rest_count,accident_count
267,,서세종IC~남세종IC,72.8~85.4,12.6,33539.0,34896.0,35397.0,35067.0,"36,551",26830,3858,138899.0,서세종IC,남세종IC,"(36.4949233104063, 127.194975278733)","(36.4246527772252, 127.291286797715)",0,0
268,,남세종IC~유성JCT,85.4~91.5,6.1,39515.0,38500.0,40855.0,40814.0,"44,325",32389,4866,159684.0,남세종IC,유성JCT,"(36.4246527772252, 127.291286797715)","(36.3891296017114, 127.34004907163)",0,2
269,,청주JCT~문의IC,0~8.1,8.1,38830.0,42942.0,39746.0,36270.0,"41,029",20900,5043,157788.0,청주JCT,문의IC,"(36.5647643164234, 127.430632594426)","(36.5298402284666, 127.507461969587)",0,0
270,,문의IC~회인IC,8.1~18.8,10.7,46299.0,47402.0,43327.0,40831.0,"45,273",22824,5136,177859.0,문의IC,회인IC,"(36.5298402284666, 127.507461969587)","(36.4867607216413, 127.608658835495)",0,3
271,,회인IC~보은IC,18.8~29.6,10.8,40711.0,35166.0,37124.0,37771.0,"44,142",22737,4183,150772.0,회인IC,보은IC,"(36.4867607216413, 127.608658835495)","(36.45669341997925, 127.72057897489313)",0,1
272,,보은IC~속리산IC,29.6~35.6,6.0,37958.0,42308.0,39213.0,37586.0,"41,240",20588,3935,157065.0,보은IC,속리산IC,"(36.45669341997925, 127.72057897489313)","(36.4556382830322, 127.786916855392)",0,0
273,,속리산IC~화서IC,35.6~51.8,16.2,35982.0,40774.0,36231.0,34601.0,"39,554",19483,3800,147588.0,속리산IC,화서IC,"(36.4556382830322, 127.786916855392)","(36.4425366912992, 127.962402816848)",2,6
274,,화서IC~남상주IC,51.8~70.8,19.0,36847.0,40171.0,37625.0,35744.0,"39,939",19446,3865,150387.0,화서IC,남상주IC,"(36.4425366912992, 127.962402816848)","(36.3678425216301, 128.140642144337)",0,6
275,,남상주IC~낙동JCT,70.8~79.4,8.6,34404.0,42936.0,40419.0,38995.0,"42,991",20916,4159,156754.0,남상주IC,낙동JCT,"(36.3678425216301, 128.140642144337)","(36.3660937799444, 128.239129255443)",0,10
276,,상주JCT~동상주IC,79.4~81.4,2.0,5015.0,5311.0,6916.0,7107.0,"8,128",5779,990,24349.0,상주JCT,동상주IC,"(36.3660937799444, 128.239129255443)","(36.3759662175325, 128.296535457639)",0,0
277,,동상주IC~서의성IC,81.4~92.3,10.9,8479.0,8262.0,9815.0,9327.0,"9,742",6931,1188,35883.0,동상주IC,서의성IC,"(36.3759662175325, 128.296535457639)","(36.4011352277691, 128.410743867657)",0,0
278,,서의성IC~안동JCT,92.3~112.3,20.0,7604.0,7325.0,8644.0,8016.0,"8,849",6301,1083,31589.0,서의성IC,안동JCT,"(36.4011352277691, 128.410743867657)","(36.4321547964564, 128.621544879915)",2,0
279,,안동JCT~북의성IC,112.3~118.4,6.1,10772.0,9956.0,9946.0,9786.0,"10,117",7556,1084,40460.0,안동JCT,북의성IC,"(36.4321547964564, 128.621544879915)","(36.4183551148875, 128.685996411658)",0,0
280,,북의성IC~동안동IC,118.4~137.6,19.2,6771.0,6531.0,8650.0,8569.0,"9,688",7410,984,30521.0,북의성IC,동안동IC,"(36.4183551148875, 128.685996411658)","(36.4510619970897, 128.89051314896102)",0,0
281,,동안동IC~청송IC,137.6~150.8,13.2,13120.0,12465.0,12725.0,12641.0,"12,074",9498,1212,50951.0,동안동IC,청송IC,"(36.4510619970897, 128.89051314896102)","(36.4552223306993, 129.026780175514)",2,0
282,,청송IC~동청송·영양IC,150.8~160.5,9.7,6360.0,7027.0,9147.0,9057.0,"10,322",7962,1236,31591.0,청송IC,동청송·영양IC,"(36.4552223306993, 129.026780175514)","(36.4939264949682, 129.122236621321)",0,0
283,,동청송·영양IC~영덕IC,160.5~187.4,26.9,9448.0,8190.0,8756.0,8535.0,"9,623",7328,1372,34929.0,동청송·영양IC,영덕IC,"(36.4939264949682, 129.122236621321)","(36.38522898412525, 129.3708895697834)",0,0
284,옥찬오창선,옥산JC~서오창IC,0~6.5,6.5,55308.87963,8089.0,11605.0,11105.0,"12,483",8655,1066,86107.87963,옥산JC,서오창IC,"(36.7134951438365, 127.348806429027)","(36.7278625272415, 127.418188610636)",0,18
285,,서오창IC~오창JC,6.5~12.1,5.6,55308.87963,3998.0,7336.0,6130.0,"7,280",4257,783,72772.87963,서오창IC,오창JC,"(36.7278625272415, 127.418188610636)","(36.7412147413694, 127.463571259355)",0,0
286,중부선,통영IC~북통영IC,0~4.4,4.4,22038.0,23234.0,21786.0,20915.0,"23,972",17913,2948,87973.0,통영IC,북통영IC,"(34.866585823638, 128.442716183949)","(34.8891778436341, 128.412794161099)",0,1
287,,북통영IC~동고성IC,4.4~14.6,10.2,24026.0,21909.0,27004.0,26477.0,"27,798",20883,3363,99416.0,북통영IC,동고성IC,"(34.8891778436341, 128.412794161099)","(34.9719377256223, 128.384081057342)",0,2
288,,동고성IC~고성IC,14.6~19.8,5.2,30791.0,29679.0,30179.0,30049.0,"30,324",22742,3515,120698.0,동고성IC,고성IC,"(34.9719377256223, 128.384081057342)","(35.0075923294026, 128.349562096188)",1,0
289,,고성IC~연화산IC,19.8~36.9,17.1,18295.0,19853.0,18783.0,18268.0,"21,931",16466,2446,75199.0,고성IC,연화산IC,"(35.0075923294026, 128.349562096188)","(35.0825108326271, 128.191324165209)",2,1
290,,연화산IC~진주JCT,36.9~47.8,10.9,20304.0,18452.0,20177.0,20079.0,"21,001",15905,2247,79012.0,연화산IC,진주JCT,"(35.0825108326271, 128.191324165209)","(35.1381221095471, 128.098099057565)",0,4
291,,진주JCT~서진주IC,47.8~55.3,7.5,34168.0,34406.0,32867.0,32967.0,"34,604",22630,3486,134408.0,진주JCT,서진주IC,"(35.1381221095471, 128.098099057565)","(35.1834185913016, 128.040879150511)",0,0
292,,서진주IC~단성IC,55.3~70.8,15.5,25671.0,28367.0,27047.0,27248.0,"30,071",19677,3031,108333.0,서진주IC,단성IC,"(35.1834185913016, 128.040879150511)","(35.2898128902775, 127.952319406762)",0,1
293,,단성IC~산청IC,70.8~89.4,18.6,24472.0,27869.0,26304.0,24077.0,"27,922",18672,3399,102722.0,단성IC,산청IC,"(35.2898128902775, 127.952319406762)","(35.4272177955231, 127.859852786402)",2,0
294,,산청IC~생초IC,89.4~96.8,7.4,27534.0,26881.0,24934.0,23277.0,"26,578",18158,3790,102626.0,산청IC,생초IC,"(35.4272177955231, 127.859852786402)","(35.4815537305829, 127.824813689642)",0,0
295,,생초IC~함양JCT,96.8~105.1,8.3,26960.0,29035.0,26985.0,26601.0,"28,161",18606,4331,109581.0,생초IC,함양JCT,"(35.4815537305829, 127.824813689642)","(35.5346883178615, 127.769908797906)",0,0
296,,함양JCT~지곡IC,105.1~111.5,6.4,24732.0,27762.0,28818.0,27696.0,"28,807",19388,2830,109008.0,함양JCT,지곡IC,"(35.5346883178615, 127.769908797906)","(35.5870226490193, 127.769469458969)",2,2
297,,지곡IC~서상IC,111.5~125.4,13.9,28476.0,28878.0,28328.0,26083.0,"29,658",20117,3299,111765.0,지곡IC,서상IC,"(35.5870226490193, 127.769469458969)","(35.6658225633852, 127.67371142028)",0,4
298,,서상IC~장수JCT,125.4~135,9.6,25118.0,28514.0,29140.0,27840.0,"30,938",21164,3841,110612.0,서상IC,장수JCT,"(35.6658225633852, 127.67371142028)","(35.7318246384763, 127.607132835258)",0,1
299,,장수JCT~덕유산IC,135~149.5,14.5,17902.0,20501.0,23159.0,22071.0,"24,712",17100,2687,83633.0,장수JCT,덕유산IC,"(35.7318246384763, 127.607132835258)","(35.8423001196245, 127.646470675537)",1,0
300,,덕유산IC~무주IC,149.5~165.5,16.0,16655.0,19716.0,23157.0,21994.0,"24,600",17219,2587,81522.0,덕유산IC,무주IC,"(35.8423001196245, 127.646470675537)","(35.9772890900491, 127.645942078315)",1,0
301,,무주IC~금산IC,165.5~184.7,19.2,19600.0,20537.0,20769.0,21135.0,"24,120",17113,2459,82041.0,무주IC,금산IC,"(35.9772890900491, 127.645942078315)","(36.1036662, 127.5200409)",0,1
302,,금산IC~추부IC,184.7~196,11.3,24468.0,26562.0,25296.0,25278.0,"27,399",19349,2976,101604.0,금산IC,추부IC,"(36.1036662, 127.5200409)","(36.1922215768706, 127.485146978849)",2,0
303,,추부IC~남대전IC,196~204.4,8.4,32776.0,32754.0,30863.0,30990.0,"31,946",22666,3207,127383.0,추부IC,남대전IC,"(36.1922215768706, 127.485146978849)","(36.2651224150308, 127.473903979976)",0,2
304,,남대전IC~산내JCT,204.4~207.7,3.3,35459.0,37136.0,42929.0,42455.0,"40,094",28512,4309,157979.0,남대전IC,산내JCT,"(36.2651224150308, 127.473903979976)","(36.2819966873156, 127.448534724104)",0,2
305,,산내JCT~판암IC,207.7~211.8,4.1,45692.0,45608.0,50954.0,48091.0,"52,729",37574,6045,190345.0,산내JCT,판암IC,"(36.2819966873156, 127.448534724104)","(36.3169612322516, 127.472257719026)",0,2
306,,판암IC~비룡JCT,211.8~215.2,3.4,48336.0,48618.0,49347.0,50026.0,"52,737",37687,6060,196327.0,판암IC,비룡JCT,"(36.3169612322516, 127.472257719026)","(36.345145564374, 127.482386622563)",0,4
307,,남이JCT~서청주IC,215.2~221.2,6.0,60970.0,66098.0,68288.0,63237.0,"69,923",44688,8526,258593.0,남이JCT,서청주IC,"(36.5647643164234, 127.430632594426)","(36.6517253534289, 127.42112266676)",0,19
308,,서청주IC~오창IC,221.2~228.7,7.5,66599.0,72232.0,75915.0,72265.0,"78,740",51448,8903,287011.0,서청주IC,오창IC,"(36.6517253534289, 127.42112266676)","(36.7146752590162, 127.442696312854)",0,3
309,,오창IC~오창JC,228.7~232.1,3.4,55308.87963,67032.0,68870.0,64358.0,"70,777",48043,7551,255568.8796,오창IC,오창JC,"(36.7146752590162, 127.442696312854)","(36.7412147413694, 127.463571259355)",0,0
310,,오창JC~증평IC,232.1~237.1,5.0,68235.0,73187.0,75862.0,74000.0,"79,633",56432,9176,291284.0,오창JC,증평IC,"(36.7412147413694, 127.463571259355)","(36.7716639227652, 127.502048369448)",1,0
311,,증평IC~진천IC,237.1~249.1,12.0,71443.0,72351.0,76084.0,71952.0,"78,641",55132,9096,291830.0,증평IC,진천IC,"(36.7716639227652, 127.502048369448)","(36.8683581052885, 127.475122709042)",0,0
312,,진천IC~대소JCT,249.1~257.6,8.5,65991.0,56894.0,67759.0,64330.0,"71,204",49529,8101,254974.0,진천IC,대소JCT,"(36.8683581052885, 127.475122709042)","(36.9409435200373, 127.473076402287)",0,0
313,,대소JCT~대소IC,257.6~261.8,4.2,58211.0,55879.0,58912.0,56089.0,"61,052",41795,7029,229091.0,대소JCT,대소IC,"(36.9409435200373, 127.473076402287)","(36.9814474927296, 127.470698847518)",0,0
314,,대소IC~삼성하이패스IC,261.8~266.5,4.7,53309.0,52202.0,56608.0,55049.0,"59,323",40070,7146,217168.0,대소IC,삼성하이패스IC,"(36.9814474927296, 127.470698847518)","(37.024862624335, 127.482905864277)",1,3
315,,삼성하이패스IC~일죽IC,266.5~274.8,8.3,59436.0,55187.0,60152.0,56638.0,"62,007",41365,7511,231413.0,삼성하이패스IC,일죽IC,"(37.024862624335, 127.482905864277)","(37.0904112593107, 127.451395952706)",1,0
316,,일죽IC~남이천IC,274.8~285.5,10.7,67596.0,64943.0,67637.0,64504.0,"70,514",46597,9020,264680.0,일죽IC,남이천IC,"(37.0904112593107, 127.451395952706)","(37.186088725671404, 127.44135605579378)",0,10
317,,남이천IC~호법JCT,285.5~291.5,6.0,72563.0,63214.0,78230.0,74572.0,"76,816",49887,10092,288579.0,남이천IC,호법JCT,"(37.186088725671404, 127.44135605579378)","(37.2350583920676, 127.427164981905)",0,0
318,,호법JCT~마장JCT,291.5~293.9,2.4,82944.0,87995.0,90799.0,86728.0,"97,045",63258,13231,348466.0,호법JCT,마장JCT,"(37.2350583920676, 127.427164981905)","(37.2578303, 127.411575)",0,0
319,,마장JCT~서이천IC,293.9~297.2,3.3,37847.0,38740.0,41151.0,40652.0,"44,652",28847,6241,158390.0,마장JCT,서이천IC,"(37.2578303, 127.411575)","(37.2775422134217, 127.391208263926)",3,0
320,,서이천IC~곤지암IC,297.2~307.9,10.7,38057.0,38923.0,40556.0,42082.0,"45,798",29500,6348,159618.0,서이천IC,곤지암IC,"(37.2775422134217, 127.391208263926)","(37.3524491298736, 127.320896552992)",1,0
321,,곤지암IC~경기광주JCT,307.9~311,3.1,36973.0,40513.0,44236.0,45107.0,"50,226",33132,6581,166829.0,곤지암IC,경기광주JCT,"(37.3524491298736, 127.320896552992)","(37.3715842185326, 127.324509432102)",0,0
322,,경기광주JCT~경기광주IC,311~320,9.0,44753.0,55008.0,53816.0,53670.0,"57,278",39041,7358,207247.0,경기광주JCT,경기광주IC,"(37.3715842185326, 127.324509432102)","(37.4479625662318, 127.269617440473)",0,12
323,,산곡JCT~하남IC,324.9~330.1,5.2,135156.0,120260.0,121503.0,119143.0,"130,185",93057,17059,496062.0,산곡JCT,하남IC,"(37.4786519471684, 127.244294327743)","(37.5258003588098, 127.220111829496)",0,13
324,,하남IC~하남JCT,330.1~332.5,2.4,139949.0,152676.0,156256.0,149989.0,"148,346",99424,23349,598870.0,하남IC,하남JCT,"(37.5258003588098, 127.220111829496)","(37.5319114473726, 127.19631658709)",1,14
325,제2중부선,마장JCT~경기광주JCT,293.9~310.5,16.6,55004.0,50046.0,54106.0,52898.0,"55,923",40043,5891,212054.0,마장JCT,경기광주JCT,"(37.5428829433355, 127.029478974514)","(37.3715842185326, 127.324509432102)",4,18
326,평택제천선,서평택JCT~청북IC,0~2.8,2.8,75546.0,83389.0,81417.0,74173.0,"84,613",56717,12314,314525.0,서평택JCT,청북IC,"(37.0542596545645, 126.888564603894)","(37.04869079193443, 126.9194737918712)",0,0
327,,청북IC~평택JCT,2.8~8,5.2,91409.0,95379.0,93846.0,93649.0,"98,192",65836,14262,374283.0,청북IC,평택JCT,"(37.04869079193443, 126.9194737918712)","(37.0323501, 126.9847615)",1,11
328,,평택JCT~평택고덕IC,8~13.7,5.7,67815.0,67262.0,67171.0,65465.0,"75,271",46995,9945,267713.0,평택JCT,평택고덕IC,"(37.0323501, 126.9847615)","(37.0258332754333, 127.033413667978)",0,4
329,,평택고덕IC~송탄IC,13.7~20.9,7.2,55308.87963,56741.0,59195.0,58393.0,"67,538",39945,8949,229637.8796,평택고덕IC,송탄IC,"(37.0258332754333, 127.033413667978)","(37.0347851669465, 127.108026062855)",0,4
330,,송탄IC~안성JCT,20.9~23.7,2.8,69554.0,63051.0,67868.0,68242.0,"66,479",39567,8911,268715.0,송탄IC,안성JCT,"(37.0347851669465, 127.108026062855)","(37.0359784052323, 127.138986582312)",0,1
331,,안성JCT~서안성IC,23.7~25.7,2.0,66202.0,67808.0,76794.0,73062.0,"72,941",43741,9882,283866.0,안성JCT,서안성IC,"(37.0359784052323, 127.138986582312)","(37.0338470467368, 127.159977999984)",0,21
332,,서안성IC~남안성IC,25.7~35.9,10.2,58863.0,57978.0,55080.0,54721.0,"59,090",36524,7399,226642.0,서안성IC,남안성IC,"(37.0338470467368, 127.159977999984)","(36.975933373217, 127.244313236593)",0,11
333,,남안성IC~북진천IC,35.9~55.7,19.8,48796.0,48271.0,49519.0,49485.0,"53,236",33898,6123,196071.0,남안성IC,북진천IC,"(36.975933373217, 127.244313236593)","(36.9454326812556, 127.451320524853)",2,0
334,,북진천IC~대소JCT,55.7~57.8,2.1,31203.0,30993.0,31763.0,31968.0,"37,461",23416,4827,125927.0,북진천IC,대소JCT,"(36.9454326812556, 127.451320524853)","(36.9409435200373, 127.473076402287)",0,0
335,,대소JCT~금왕꽃동네IC,57.8~65.1,7.3,38110.0,36872.0,39826.0,40921.0,"43,624",26883,4010,155729.0,대소JCT,금왕꽃동네IC,"(36.9409435200373, 127.473076402287)","(36.9548112667429, 127.551194782989)",0,0
336,,금왕꽃동네IC~음성IC,65.1~72.4,7.3,33603.0,34198.0,35656.0,37677.0,"39,687",23737,4563,141134.0,금왕꽃동네IC,음성IC,"(36.9548112667429, 127.551194782989)","(36.9888709152251, 127.619380194658)",2,0
337,,음성IC~서충주IC,72.4~77.8,5.4,28589.0,31748.0,30720.0,30506.0,"33,759",20659,2950,121563.0,음성IC,서충주IC,"(36.9888709152251, 127.619380194658)","(37.0099220870185, 127.671334266729)",0,0
338,,서충주IC~충주JCT,77.8~85.5,7.7,25360.0,27452.0,27850.0,27235.0,"29,825",18698,1773,107897.0,서충주IC,충주JCT,"(37.0099220870185, 127.671334266729)","(37.0401677646134, 127.738848118732)",0,0
339,,충주JCT~노은JCT,85.5~90.9,5.4,23901.0,23198.0,23363.0,22982.0,"24,544",15106,2914,93444.0,충주JCT,노은JCT,"(37.0401677646134, 127.738848118732)","(37.0360981171653, 127.804321569694)",0,13
340,,노은JCT~동충주IC,90.9~103.2,12.3,23987.0,21987.0,23872.0,24911.0,"25,696",15142,2492,94757.0,노은JCT,동충주IC,"(37.0360981171653, 127.804321569694)","(37.0642059072571, 127.920971419561)",1,3
341,,동충주IC~제천JCT,103.2~126.9,23.7,18305.0,15272.0,18994.0,18528.0,"19,870",11718,1920,71099.0,동충주IC,제천JCT,"(37.0642059072571, 127.920971419561)","(37.0800688082292, 128.174953182517)",2,0
342,,내서JCT~칠원JCT,0~3.5,3.5,24655.0,23902.0,22318.0,21771.0,"24,231",15644,2702,92646.0,내서JCT,칠원JCT,"(35.2588133840937, 128.515306564151)","(35.2833869741149, 128.510515014013)",0,0
343,,칠원JCT~칠서IC,3.5~8.7,5.2,63183.0,62587.0,59872.0,60645.0,"59,816",35929,6309,246287.0,칠원JCT,칠서IC,"(35.2833869741149, 128.510515014013)","(35.3278878003406, 128.505478909169)",0,8
344,,칠서IC~남지IC,8.7~17.6,8.9,51318.0,48326.0,51110.0,50552.0,"54,278",31090,6079,201306.0,칠서IC,남지IC,"(35.3278878003406, 128.505478909169)","(35.3986096551371, 128.482679163748)",1,3
345,,남지IC~영산IC,17.6~24.5,6.9,49642.0,49632.0,46824.0,46601.0,"50,971",28013,5866,192699.0,남지IC,영산IC,"(35.3986096551371, 128.482679163748)","(35.4543263474338, 128.510901773611)",1,3
346,,영산IC~창녕IC,24.5~36.2,11.7,50371.0,50785.0,48529.0,46698.0,"51,410",27094,6082,196383.0,영산IC,창녕IC,"(35.4543263474338, 128.510901773611)","(35.5424284367807, 128.476553899999)",0,2
347,,창녕IC~현풍JCT,36.2~52.6,16.4,48327.0,50469.0,49646.0,52078.0,"54,517",28070,5855,200520.0,창녕IC,현풍JCT,"(35.5424284367807, 128.476553899999)","(35.6749585688799, 128.434790935077)",0,2
348,중부내륙선,현풍JCT~고령JCT,52.6~63.4,10.8,29539.0,32173.0,30854.0,30396.0,"32,903",16552,3174,122962.0,현풍JCT,고령JCT,"(35.6749585688799, 128.434790935077)","(35.7577529840384, 128.372654592569)",0,3
349,,고령JCT~남성주IC,63.4~74.1,10.7,29224.0,31014.0,30376.0,31271.0,"33,063",16777,3282,121885.0,고령JCT,남성주IC,"(35.7577529840384, 128.372654592569)","(35.8420725147026, 128.324681138904)",0,5
350,,남성주IC~성주IC,74.1~86,11.9,26568.0,29004.0,30045.0,28157.0,"31,124",15928,3174,113774.0,남성주IC,성주IC,"(35.8420725147026, 128.324681138904)","(35.9191252422254, 128.249499376102)",2,2
351,,성주IC~남김천IC,86~102.7,16.7,26567.0,28329.0,28000.0,27989.0,"28,905",14857,3149,110885.0,성주IC,남김천IC,"(35.9191252422254, 128.249499376102)","(36.0592752966145, 128.267662293295)",2,4
352,,남김천IC~김천JCT,102.7~114.8,12.1,24949.0,25956.0,26247.0,26801.0,"28,471",14704,3302,103953.0,남김천IC,김천JCT,"(36.0592752966145, 128.267662293295)","(36.159659552209, 128.266316243841)",0,0
353,,김천JCT~선산IC,114.8~123.8,9.0,59605.0,54310.0,53201.0,53481.0,"57,224",30386,7100,220597.0,김천JCT,선산IC,"(36.159659552209, 128.266316243841)","(36.2389282802448, 128.261431126457)",0,0
354,,선산IC~낙동JCT,123.8~139.4,15.6,61848.0,55457.0,54559.0,54304.0,"58,404",32382,7376,226168.0,선산IC,낙동JCT,"(36.2389282802448, 128.261431126457)","(36.3660937799444, 128.239129255443)",2,8
355,,낙동JCT~상주IC,139.4~146.8,7.4,46501.0,48402.0,49220.0,51430.0,"53,160",30943,6824,195553.0,낙동JCT,상주IC,"(36.3660937799444, 128.239129255443)","(36.4230654206746, 128.213180237049)",0,9
356,,상주IC~북상주IC,146.8~159.8,13.0,40787.0,45578.0,48048.0,48150.0,"51,031",29724,6257,182563.0,상주IC,북상주IC,"(36.4230654206746, 128.213180237049)","(36.53113288144369, 128.16905482533323)",0,1
357,,북상주IC~점촌함창IC,159.8~167.3,7.5,42772.0,46172.0,46140.0,46602.0,"49,626",28911,5797,181686.0,북상주IC,점촌함창IC,"(36.53113288144369, 128.16905482533323)","(36.5861305541326, 128.154885527054)",0,0
358,,점촌함창IC~문경새재IC,167.3~181.3,14.0,44778.0,45799.0,44917.0,44755.0,"50,780",29706,5496,180249.0,점촌함창IC,문경새재IC,"(36.5861305541326, 128.154885527054)","(36.7011838733221, 128.111405134142)",2,13
359,,문경새재IC~연풍IC,181.3~195.3,14.0,43805.0,47345.0,48822.0,50074.0,"53,027",31040,5371,190046.0,문경새재IC,연풍IC,"(36.7011838733221, 128.111405134142)","(36.7590363479299, 127.992381886245)",0,0
360,,연풍IC~괴산IC,195.3~209.5,14.2,43336.0,50082.0,52396.0,48884.0,"52,460",30883,5460,194698.0,연풍IC,괴산IC,"(36.7590363479299, 127.992381886245)","(36.8672165875021, 127.923378807854)",2,22
361,,괴산IC~충주IC,209.5~225,15.5,41845.0,44042.0,45465.0,47857.0,"52,063",31473,5305,179209.0,괴산IC,충주IC,"(36.8672165875021, 127.923378807854)","(36.9784900006319, 127.846563288894)",0,0
362,,충주IC~북충주IC,225~234.2,9.2,40843.0,45175.0,45113.0,46779.0,"55,093",33419,5271,177910.0,충주IC,북충주IC,"(36.9784900006319, 127.846563288894)","(37.0348555195146, 127.798324655122)",1,0
363,,북충주IC~충주JCT,234.2~239.4,5.2,52222.0,47254.0,55876.0,56160.0,"59,126",35575,6037,211512.0,북충주IC,충주JCT,"(37.0348555195146, 127.798324655122)","(37.0401677646134, 127.738848118732)",0,13
364,,충주JCT~감곡IC,239.4~251.5,12.1,56173.0,55976.0,58579.0,61723.0,"65,771",43390,6499,232451.0,충주JCT,감곡IC,"(37.0401677646134, 127.738848118732)","(37.1245612761955, 127.670103878549)",0,0
365,,감곡IC~여주JCT,251.5~266,14.5,66446.0,67662.0,65798.0,69539.0,"71,519",45905,7211,269445.0,감곡IC,여주JCT,"(37.1245612761955, 127.670103878549)","(37.2320366278668, 127.590280331137)",0,0
366,,여주JCT~남여주IC,266~268.3,2.3,18332.0,17304.0,19824.0,18854.0,"19,332",12738,2867,74314.0,여주JCT,남여주IC,"(37.2320366278668, 127.590280331137)","(37.2530559083274, 127.588108767858)",0,0
