도로이름,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,경도,위도,상태
경부고속도로,2.02E+15,2018년 1월 1일 17시,월요일,충청남도 천안시 동남구 수신면,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,55세,중상,127.2864363,36.72405569,인근좌표
경부고속도로,2.02E+15,2018년 1월 1일 20시,월요일,충청북도 청주시 서원구 남이면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,60세,경상,승용,남,48세,경상,127.4223057,36.56619491,인근좌표
경부고속도로,2.02E+15,2018년 1월 10일 08시,수요일,대구광역시 동구 부동,사망사고,1,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,화물,남,55세,사망,화물,남,43세,중상,128.6898521,35.89133611,인근좌표
경부고속도로,2.02E+15,2018년 1월 11일 11시,목요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,68세,상해없음,승용,여,43세,경상,127.091827,37.37017734,인근좌표
경부고속도로,2.02E+15,2018년 1월 12일 12시,금요일,충청북도 청주시 서원구 남이면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,45세,상해없음,화물,남,71세,경상,127.4223057,36.56619491,인근좌표
경부고속도로,2.02E+15,2018년 1월 12일 14시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,27세,상해없음,승용,여,55세,중상,127.0840611,37.14008768,인근좌표
경부고속도로,2.02E+15,2018년 1월 19일 22시,금요일,충청북도 청주시 흥덕구 옥산면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,화물,남,56세,기타불명,건설기계,남,52세,경상,127.3594268,36.68092518,인근좌표
경부고속도로,2.02E+15,2018년 1월 25일 09시,목요일,경상북도 경주시 건천읍,중상사고,0,1,6,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승합,남,65세,상해없음,129.0879358,35.83788534,인근좌표
경부고속도로,2.02E+15,2018년 1월 26일 11시,금요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,34세,상해없음,승용,남,50세,경상,127.1832118,37.00071006,인근좌표
경부고속도로,2.02E+15,2018년 1월 31일 16시,수요일,경상북도 칠곡군 지천면,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,29세,상해없음,승용,남,61세,사망,128.4827257,35.96655654,인근좌표
경부고속도로,2.02E+15,2018년 2월 1일 11시,목요일,서울특별시 서초구 원지동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,73세,상해없음,승용,남,64세,중상,127.0479721,37.44499174,인근좌표
경부고속도로,2.02E+15,2018년 2월 1일 12시,목요일,충청남도 천안시 동남구 신부동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,승용,남,69세,중상,127.1643944,36.82567846,인근좌표
경부고속도로,2.02E+15,2018년 2월 3일 11시,토요일,경상북도 구미시 광평동,경상사고,0,0,4,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,42세,경상,승용,여,43세,상해없음,128.3569973,36.10873026,인근좌표
경부고속도로,2.02E+15,2018년 2월 3일 14시,토요일,대구광역시 북구 노곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,32세,상해없음,화물,남,60세,경상,128.560319,35.91091686,인근좌표
경부고속도로,2.02E+15,2018년 2월 8일 15시,목요일,부산광역시 금정구 두구동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,여,64세,경상,129.1104212,35.28746139,인근좌표
경부고속도로,2.02E+15,2018년 2월 9일 19시,금요일,경기도 안성시 공도읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,40세,상해없음,승용,남,50세,중상,127.1832118,37.00071006,인근좌표
경부고속도로,2.02E+15,2018년 2월 11일 14시,일요일,경기도 용인시 기흥구 보정동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승용,남,58세,경상,127.1091532,37.30789996,인근좌표
경부고속도로,2.02E+15,2018년 2월 13일 10시,화요일,경기도 화성시 동탄면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,39세,상해없음,승용,남,58세,경상,129.2698458,35.75653301,인근좌표
경부고속도로,2.02E+15,2018년 2월 19일 16시,월요일,경상남도 양산시 북정동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,44세,상해없음,승용,남,34세,경상,129.0492724,35.36203558,인근좌표
경부고속도로,2.02E+15,2018년 2월 22일 11시,목요일,경상남도 양산시 산막동,사망사고,1,0,1,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,화물,여,58세,사망,건설기계,남,67세,경상,129.0562603,35.37331012,인근좌표
경부고속도로,2.02E+15,2018년 2월 23일 11시,금요일,경상북도 경산시 하양읍,사망사고,1,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,화물,남,52세,사망,화물,남,58세,경상,128.7880695,35.90681342,인근좌표
경부고속도로,2.02E+15,2018년 2월 26일 10시,월요일,경기도 성남시 수정구 금토동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,38세,상해없음,화물,남,59세,경상,127.0699918,37.41062545,인근좌표
경부고속도로,2.02E+15,2018년 2월 28일 17시,수요일,경기도 오산시 부산동,중상사고,0,4,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,46세,상해없음,승용,남,41세,경상,127.0877482,37.1534478,인근좌표
경부고속도로,2.02E+15,2018년 3월 1일 10시,목요일,경상북도 칠곡군 지천면,경상사고,0,0,3,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,남,43세,경상,128.4827257,35.96655654,인근좌표
경부고속도로,2.02E+15,2018년 3월 2일 14시,금요일,서울특별시 서초구 원지동,중상사고,0,2,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,여,37세,중상,127.0479721,37.44499174,인근좌표
경부고속도로,2.02E+15,2018년 3월 13일 07시,화요일,대전광역시 대덕구 신대동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승용,남,52세,경상,127.415357,36.39330696,인근좌표
경부고속도로,2.02E+15,2018년 3월 13일 17시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,46세,상해없음,승용,남,57세,중상,127.0840611,37.14008768,인근좌표
경부고속도로,2.02E+15,2018년 3월 14일 19시,수요일,경기도 용인시 기흥구 보정동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,남,28세,상해없음,127.1091532,37.30789996,인근좌표
경부고속도로,2.02E+15,2018년 3월 15일 10시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,43세,경상,127.1130955,37.26541252,인근좌표
경부고속도로,2.02E+15,2018년 3월 15일 14시,목요일,경기도 용인시 기흥구 보라동,경상사고,0,0,1,2,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,36세,상해없음,승용,여,42세,부상신고,127.112376,37.25606669,인근좌표
경부고속도로,2.02E+15,2018년 3월 19일 15시,월요일,대구광역시 동구 숙천동,중상사고,0,3,0,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,47세,중상,화물,남,55세,중상,128.7498826,35.88078977,인근좌표
경부고속도로,2.02E+15,2018년 3월 22일 02시,목요일,충청남도 천안시 동남구 원성동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,흐림,기타 - 기타,화물,남,60세,상해없음,승용,남,49세,중상,127.1613401,36.80809977,인근좌표
경부고속도로,2.02E+15,2018년 3월 26일 23시,월요일,경상북도 칠곡군 왜관읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,50세,상해없음,화물,남,47세,경상,128.4111579,35.9648205,인근좌표
경부고속도로,2.02E+15,2018년 4월 1일 10시,일요일,경상북도 구미시 임은동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,55세,경상,128.3647088,36.08705759,인근좌표
경부고속도로,2.02E+15,2018년 4월 2일 13시,월요일,경상북도 경주시 율동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,62세,상해없음,승용,남,27세,경상,129.1814984,35.8048498,인근좌표
경부고속도로,2.02E+15,2018년 4월 5일 11시,목요일,경기도 안성시 원곡면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,48세,상해없음,승용,남,36세,경상,127.146979,37.04738111,인근좌표
경부고속도로,2.02E+15,2018년 4월 6일 04시,금요일,경상북도 칠곡군 석적읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,48세,상해없음,화물,남,23세,중상,128.4469416,36.04926061,인근좌표
경부고속도로,2.02E+15,2018년 4월 9일 11시,월요일,경상북도 경주시 건천읍,중상사고,0,1,6,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,상해없음,화물,남,64세,경상,129.0879358,35.83788534,인근좌표
경부고속도로,2.02E+15,2018년 4월 9일 17시,월요일,경기도 성남시 분당구 판교동,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,75세,중상,,,,,127.0936883,37.39335145,인근좌표
경부고속도로,2.02E+15,2018년 4월 10일 12시,화요일,충청남도 천안시 동남구 목천읍,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,여,36세,상해없음,승용,남,25세,중상,127.2176083,36.7887014,인근좌표
경부고속도로,2.02E+15,2018년 4월 10일 21시,화요일,경기도 성남시 분당구 백현동,중상사고,0,2,0,2,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,기타 - 기타,화물,남,61세,상해없음,승용,여,24세,부상신고,127.1088691,37.38513292,인근좌표
경부고속도로,2.02E+15,2018년 4월 11일 05시,수요일,경상북도 김천시 봉산면,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,54세,중상,특수,남,53세,경상,128.0324532,36.16921432,인근좌표
경부고속도로,2.02E+15,2018년 4월 11일 16시,수요일,경상북도 경주시 건천읍,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,29세,상해없음,승용,여,70세,중상,129.0879358,35.83788534,인근좌표
경부고속도로,2.02E+15,2018년 4월 18일 12시,수요일,경기도 화성시 방교동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,64세,상해없음,승용,남,32세,경상,127.088547,37.17264139,인근좌표
경부고속도로,2.02E+15,2018년 4월 19일 15시,목요일,충청북도 청주시 서원구 현도면,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,남,35세,경상,127.4341543,36.49561819,인근좌표
경부고속도로,2.02E+15,2018년 4월 20일 09시,금요일,대구광역시 북구 금호동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,51세,경상,128.525744,35.90473513,인근좌표
경부고속도로,2.02E+15,2018년 4월 21일 17시,토요일,대구광역시 북구 조야동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,44세,경상,128.5755999,35.91659804,인근좌표
경부고속도로,2.02E+15,2018년 4월 21일 18시,토요일,대구광역시 북구 서변동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,62세,상해없음,승용,남,40세,상해없음,128.5922482,35.92557002,인근좌표
경부고속도로,2.02E+15,2018년 4월 22일 16시,일요일,경기도 안성시 공도읍,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,화물,남,60세,상해없음,승용,남,51세,경상,127.1832118,37.00071006,인근좌표
경부고속도로,2.02E+15,2018년 4월 23일 09시,월요일,경기도 화성시 청계동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,화물,남,36세,상해없음,승합,남,60세,상해없음,127.1102634,37.19433087,인근좌표
경부고속도로,2.02E+15,2018년 4월 23일 18시,월요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,2,5,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,26세,상해없음,승합,남,49세,상해없음,127.1130955,37.26541252,인근좌표
경부고속도로,2.02E+15,2018년 4월 25일 07시,수요일,경기도 성남시 분당구 하산운동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,남,52세,경상,127.0712616,37.38147706,인근좌표
경부고속도로,2.02E+15,2018년 4월 25일 18시,수요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,화물,남,49세,경상,127.0993414,37.28104801,인근좌표
경부고속도로,2.02E+15,2018년 4월 30일 17시,월요일,경기도 안성시 공도읍,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,54세,상해없음,화물,남,62세,중상,127.1832118,37.00071006,인근좌표
경부고속도로,2.02E+15,2018년 5월 2일 07시,수요일,경기도 성남시 분당구 궁내동,중상사고,0,1,2,0,차대차 - 추돌,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,화물,남,43세,상해없음,승합,남,56세,상해없음,127.091827,37.37017734,인근좌표
경부고속도로,2.02E+15,2018년 5월 6일 06시,일요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,30세,상해없음,승용,여,53세,경상,127.1130955,37.26541252,인근좌표
경부고속도로,2.02E+15,2018년 5월 8일 13시,화요일,경기도 오산시 부산동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,43세,상해없음,승용,남,33세,경상,127.0877482,37.1534478,인근좌표
경부고속도로,2.02E+15,2018년 5월 17일 15시,목요일,충청북도 영동군 황간면,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,흐림,기타 - 기타,화물,남,42세,사망,건설기계,남,46세,상해없음,127.8973348,36.23513427,인근좌표
경부고속도로,2.02E+15,2018년 5월 21일 15시,월요일,경기도 용인시 기흥구 보정동,경상사고,0,0,3,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,부상신고,화물,남,61세,경상,127.1091532,37.30789996,인근좌표
경부고속도로,2.02E+15,2018년 5월 21일 22시,월요일,대전광역시 동구 신상동,사망사고,1,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,49세,상해없음,승용,남,46세,경상,127.5039201,36.35299742,인근좌표
경부고속도로,2.02E+15,2018년 5월 23일 08시,수요일,부산광역시 금정구 구서동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,50세,상해없음,승용,남,64세,경상,129.0849547,35.25378751,인근좌표
경부고속도로,2.02E+15,2018년 5월 30일 13시,수요일,경상북도 구미시 사곡동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,58세,상해없음,화물,남,58세,경상,128.3533912,36.10034686,인근좌표
경부고속도로,2.02E+15,2018년 5월 30일 22시,수요일,경상남도 양산시 하북면,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,사망,화물,남,61세,상해없음,129.0936549,35.45664037,인근좌표
경부고속도로,2.02E+15,2018년 5월 31일 00시,목요일,대전광역시 대덕구 와동,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,화물,남,49세,사망,127.4278135,36.40770199,인근좌표
경부고속도로,2.02E+15,2018년 6월 1일 09시,금요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승합,남,59세,상해없음,127.1130955,37.26541252,인근좌표
경부고속도로,2.02E+15,2018년 6월 2일 13시,토요일,경기도 용인시 기흥구 상갈동,중상사고,0,1,0,3,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,35세,부상신고,,,,,127.1130955,37.26541252,인근좌표
경부고속도로,2.02E+15,2018년 6월 4일 17시,월요일,대전광역시 동구 비룡동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,37세,상해없음,화물,남,32세,중상,127.4738638,36.34545624,인근좌표
경부고속도로,2.02E+15,2018년 6월 6일 07시,수요일,경상북도 구미시 선기동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,화물,남,54세,경상,128.3044181,36.13494521,인근좌표
경부고속도로,2.02E+15,2018년 6월 6일 12시,수요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,60세,상해없음,승용,남,38세,경상,127.1832118,37.00071006,인근좌표
경부고속도로,2.02E+15,2018년 6월 10일 15시,일요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,화물,남,58세,상해없음,승용,남,49세,경상,127.1832118,37.00071006,인근좌표
경부고속도로,2.02E+15,2018년 6월 14일 05시,목요일,경상북도 구미시 도량동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,50세,경상,미분류,미분류,미분류,미분류,128.3287371,36.14321988,인근좌표
경부고속도로,2.02E+15,2018년 6월 14일 19시,목요일,대전광역시 대덕구 읍내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,남,49세,경상,127.4223109,36.37773326,인근좌표
경부고속도로,2.02E+15,2018년 6월 15일 19시,금요일,대전광역시 대덕구 연축동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,여,60세,상해없음,승용,남,50세,경상,127.4283538,36.39134992,인근좌표
경부고속도로,2.02E+15,2018년 6월 19일 15시,화요일,경상북도 김천시 아포읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,51세,상해없음,화물,남,64세,경상,128.2349373,36.1497397,인근좌표
경부고속도로,2.02E+15,2018년 6월 21일 13시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,승용,남,51세,상해없음,127.1130955,37.26541252,인근좌표
경부고속도로,2.02E+15,2018년 6월 26일 09시,화요일,경상북도 구미시 선기동,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,화물,남,54세,사망,화물,남,52세,상해없음,128.3044181,36.13494521,인근좌표
경부고속도로,2.02E+15,2018년 6월 26일 16시,화요일,충청남도 천안시 동남구 신부동,중상사고,0,2,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,59세,상해없음,승용,남,41세,중상,127.1643944,36.82567846,인근좌표
경부고속도로,2.02E+15,2018년 6월 27일 16시,수요일,경기도 화성시 방교동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,40세,상해없음,승용,남,44세,경상,127.088547,37.17264139,인근좌표
경부고속도로,2.02E+15,2018년 6월 28일 09시,목요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,51세,상해없음,화물,남,36세,중상,127.0993414,37.28104801,인근좌표
경부고속도로,2.02E+15,2018년 6월 30일 13시,토요일,경상북도 영천시 북안면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승용,남,38세,경상,129.0009846,35.89389708,인근좌표
경부고속도로,2.02E+15,2018년 7월 2일 09시,월요일,대구광역시 북구 금호동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,68세,상해없음,화물,남,50세,중상,128.525744,35.90473513,인근좌표
경부고속도로,2.02E+15,2018년 7월 6일 09시,금요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,41세,상해없음,승용,남,35세,경상,127.0993414,37.28104801,인근좌표
경부고속도로,2.02E+15,2018년 7월 11일 16시,수요일,경기도 평택시 고덕면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,62세,상해없음,특수,남,54세,경상,127.0323421,37.0346004,인근좌표
경부고속도로,2.02E+15,2018년 7월 16일 10시,월요일,경상남도 양산시 상북면,중상사고,0,1,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,28세,상해없음,승용,남,65세,경상,129.0448657,35.42717875,인근좌표
경부고속도로,2.02E+15,2018년 7월 20일 00시,금요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,25세,상해없음,127.0877482,37.1534478,인근좌표
경부고속도로,2.02E+15,2018년 7월 20일 06시,금요일,서울특별시 서초구 원지동,중상사고,0,2,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,45세,중상,127.0479721,37.44499174,인근좌표
경부고속도로,2.02E+15,2018년 7월 20일 23시,금요일,충청남도 천안시 서북구 성거읍,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,60세,상해없음,승용,남,56세,중상,127.1914337,36.87689576,인근좌표
경부고속도로,2.02E+15,2018년 7월 21일 05시,토요일,경기도 성남시 분당구 궁내동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,47세,상해없음,화물,남,52세,중상,127.091827,37.37017734,인근좌표
경부고속도로,2.02E+15,2018년 7월 23일 16시,월요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,화물,여,52세,경상,127.091827,37.37017734,인근좌표
경부고속도로,2.02E+15,2018년 7월 24일 15시,화요일,충청북도 청주시 서원구 남이면,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,49세,상해없음,승용,남,41세,경상,127.4223057,36.56619491,인근좌표
경부고속도로,2.02E+15,2018년 7월 25일 00시,수요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,43세,상해없음,승용,여,46세,경상,127.1914337,36.87689576,인근좌표
경부고속도로,2.02E+15,2018년 7월 27일 09시,금요일,부산광역시 금정구 구서동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,여,38세,경상,129.0849547,35.25378751,인근좌표
경부고속도로,2.02E+15,2018년 7월 30일 02시,월요일,서울특별시 서초구 원지동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,남,54세,경상,127.0479721,37.44499174,인근좌표
경부고속도로,2.02E+15,2018년 7월 31일 13시,화요일,충청북도 영동군 황간면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,64세,상해없음,승용,여,37세,경상,127.8973348,36.23513427,인근좌표
경부고속도로,2.02E+15,2018년 7월 31일 21시,화요일,서울특별시 서초구 원지동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,38세,상해없음,승용,여,49세,중상,127.0479721,37.44499174,인근좌표
경부고속도로,2.02E+15,2018년 8월 2일 09시,목요일,울산광역시 울주군 두서면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,33세,상해없음,화물,남,28세,경상,129.1443366,35.66686434,인근좌표
경부고속도로,2.02E+15,2018년 8월 3일 23시,금요일,충청남도 천안시 동남구 목천읍,중상사고,0,2,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,44세,상해없음,승용,여,46세,경상,127.2176083,36.7887014,인근좌표
경부고속도로,2.02E+15,2018년 8월 8일 05시,수요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,39세,중상,화물,남,50세,경상,127.1914337,36.87689576,인근좌표
